Unit,Module,Question,Explanation
_u4_probability,_m3_random_variables,(Don't worry about writing a perfect final draft. We just want to know how you would say this in your own words.),None Thank you for your response.
_u4_probability,_m3_random_variables,X has a binomial distribution. What are the values of the parameters n and p?,"n = 10, p = .2"
_u4_probability,_m3_random_variables,Give the formula expression for the probability distribution of X. Guidance: apply the general formula for the probability distribution of a binomial random variable to the case in which n = 10 and p = .2.,
_u4_probability,_m3_random_variables,"What is the probability that the student gets exactly 4 questions right, P(X = 4)?",Plugging in X = 4 in the probability distribution from the previous question we get:
_u4_probability,_m3_random_variables,"What is the probability that the student will get no more than 4 questions right, P(X ≤ 4)?","RHere is the R output:StatCrunchHere is the StatCrunch output:MinitabHere is what the Minitab output gives us:Excel 2007To find this probability, we use=BINOMDIST(x, n, p, cumulative). In this case, x = 4, n = 10, p = 0.2, and cumulative = TRUE, so we enter=BINOMDIST(4, 10, 0.2, TRUE) and Excel returns a probability of 0.967.TI CalculatorHere is the output:"
_u4_probability,_m3_random_variables,What is the probability that the student gets more than 2 questions right: P(X > 2)?,"RTo find P(X > 2) we notice that the complement of the event ""X > 2"" is X ≤ 2, and therefore, by the Complement Rule, P(X > 2) = 1 - P(X ≤ 2). R gives us:Thus, there is approximately a 32% chance that using the ""guessing strategy"" the student will get more than 2 questions right on the quiz.StatCrunchTo find P(X > 2) we used n = 10, p = 0.2, symbol is >, and k = 2.Here is the StatCrunch output:Thus, there is approximately a 32% chance that using the ""guessing strategy"" the student will get more than 2 questions right on the quiz.MinitabTo find P(X > 2), we notice that the complement of the event ""X > 2"" is X ≤ 2, and therefore, by the Complement Rule, P(X > 2) = 1 - P(X ≤ 2). Minitab gives us:and therefore P(X > 2) = 1 - 0.6778 = 0.3222. Thus, there is approximately a 32% chance that using the ""guessing strategy"" the student will get more than 2 questions right on the quiz.Excel 2007To find P(X > 2), we notice that the complement of the event ""X > 2"" is X ≤ 2, and therefore, by the Complement Rule, P(X > 2) = 1 - P(X ≤ 2). In Excel, we'll use=BINOMDIST(2, 10, 0.2, TRUE), and Excel reports a probability of 0.678.Therefore, P(X > 2) = 1 - 0.678 = 0.322. Thus, there is approximately a 32% chance that using the ""guessing strategy"" the student will get more than 2 questions right on the quiz.TI CalculatorTo find P(X > 2), we notice that the complement of the event ""X > 2"" is X ≤ 2, and therefore, by the Complement Rule, P(X > 2) = 1 - P(X ≤ 2). R gives us:Thus, there is approximately a 32% chance that using the ""guessing strategy"" the student will get more than 2 questions right on the quiz."
_u4_probability,_m3_random_variables,"Using the table of probabilities provided and our conditions that we want P(X ≥ 1) to be high, while keeping P(X > 2) low, decide how many embryos you'd implant and why.",None
_u4_probability,_m3_random_variables,The distribution of X is binomial. What are the values of n and p?,"Each sampled adult is a trial, so n = 750. In this case ""success"" (our outcome of interest) is ""favoring the death penalty for convicted murderers."" The Gallup Poll estimates that p = .7."
_u4_probability,_m3_random_variables,The value of p should be 0.5 as the applet launches. Move the slider for n from the far left (n = 10) to the far right (n = 60). What is the shape of the binomial distributions for p = 0.5 and the different values of n? Does the general shape change as n increases from 10 to 60?,"When p = 0.5, the distribution is symmetric for any value of n from 10 to 60."
_u4_probability,_m3_random_variables,"What is the sample space S in this case? In other words, what are all the possible outcomes in this case? (Use B for a boy and G for a girl).","There are four possible outcomes in this case:B—the first child is a boy, and the couple stops having children.GB—the first child is a girl and the second is a boy, and then the couple stops having children.GGB—the first and second child are girls and the third is a boy, and the couple stops having children.GGG—all three children are girls but the couple stops having children for financial reasons."
_u4_probability,_m3_random_variables,"Using simple principles of probability, find the probability of each of the outcomes listed in the previous question.",P(B) = 1/2P(GB) = 1/2 * 1/2 = 1/4 (using the multiplication principle for independent events)P(GGB) = 1/2 * 1/2 * 1/2 = 1/8 (using the multiplication principle for independent events)P(GGG) = 1/2 * 1/2 * 1/2 = 1/8 (using the multiplication principle for independent events)
_u4_probability,_m3_random_variables,Write down the value of the random variable X that is associated with each outcome.,"For B, X = 1 (the couple has just one child)For GB, X = 2 (the couple has two children)For GGB, X = 3 (the couple has three children)For GGG, X = 3 (the couple has three children)"
_u4_probability,_m3_random_variables,"Using what you found in the question above, summarize the probability distribution of X in a table.",Note that P(X = 3) = 1/4 since by the addition principle (for disjoint events):P(X = 3) = P(GGB) + P(GGG) = 1/8 + 1/8 = 1/4
_u4_probability,_m3_random_variables,"Using the completed probability distribution below, explain why it is indeed a legitimate probability distribution.","To be a probability distribution, two conditions must be satisfied.1. Each of the probabilities must be between 0 and 1. Certainly .28, .34, .18, .14, and .06 are all between 0 and 1.2. The sum of all of the probabilities must equal 1. Indeed, .28 + .34 + .18 + .14 + .06 = 1."
_u4_probability,_m3_random_variables,"Using the completed probability distribution below, show that the sum of the areas of all of the rectangles is one.","The sum of the areas = 1(.28) + 1(.34) + 1(.18) + 1(.14) + 1(.06) = 1.This make sense, since 1(.28) + 1(.34) + 1(.18) + 1(.14) + 1(.06) = .28 + .34 + .18 + .14 + .06, which we already know is equal to 1."
_u4_probability,_m3_random_variables,What is the sample space for this experiment?,"None Each outcome for each trial is either an ""I"" or a ""C."" We have three trials.Thus, the sample space is:III, IIC, ICI, ICCCII, CIC, CCI, and CCC"
_u4_probability,_m3_random_variables,Find the probability for each element in the sample space.,"None P(I) = 0.20. Since C is the complement of I, P(C) = 0.80.P(III) = (0.20) (0.20) (0.20) = 0.008P(IIC) = (0.20) (0.20) (0.80) = 0.032P(ICI) = (0.20) (0.80) (0.20) = 0.032P(ICC) = (0.20) (0.80) (0.80) = 0.128P(CII) = (0.80) (0.20) (0.20) = 0.032Similarly, P(CIC) = 0.128, P(CCI) = 0.128, and P(CCC) = 0.512."
_u4_probability,_m3_random_variables,Using the probabilities you found in Question 2: Let X represent a discrete random variable that counts the number of incorrect identifications. Create the probability distribution.,"None Notice that one of the elements of the sample space has0 Is, some have1 I, some have2 Is, and one has3 Is.WhenX = 0 we have CCC. Thus, P(X = 0) = 0.512.WhenX = 1 we have ICC, CIC, and CCI. All of these had the same probability. Thus, P(X = 1) = 3(0.128), or 0.384.WhenX = 2, we have IIC, ICI, and CII. All of these had the same probability. Thus, P(X = 2) = 3(.032) or 0.096.Last, whenX = 3, we have III. Thus, P(X = 3) = 0.008.The sum of these probabilities is indeed 1: 0.512 + 0.384 + 0.096 + 0.008 = 1.This is summarized in the table below:"
_u4_probability,_m3_random_variables,Find P(at least one identification is incorrect).,"None At least one means P(X ≥ 1). So X can be 1, 2, or 3. This means the probability is 0.384 + 0.096 + 0.008 = 0.488."
_u4_probability,_m3_random_variables,Find P(more than 2 identifications are incorrect).,The only value for X that is more than 2 is 3. P(X = 3) = 0.008.
_u4_probability,_m3_random_variables,Find P(no more than one identification is incorrect).,"None The values for X that are no more than one are 0 and 1.P(no more than one identification is incorrect) = P(X = 0) + P(X = 1) = 0.512 + 0.384, or 0.896."
_u4_probability,_m3_random_variables,"Ten minutes after the salesperson has started working, he made a sale. What is the probability that this is the only sale that the salesperson will make within the first hour? This is a bit tricky. ... Let's rephrase the question in a way that will make it easier to translate to the language of probability. We are given that one sale has been made 10 minutes into the hour. This means that the number of sales that will be made within the hour, X, is at least one. In other words, we are given that X is greater than or equal to 1. Given that information, we are asked to find the probability that this will be the only sale, i.e., that X = 1. Putting this together, the question asks you to find: P(X=1 | X ≥ 1).","We use the conditional probabilities definition P(B | A) = P(A and B) / P(A) to solve:(Note that we are treating ""X = 1"" as event B and ""X ≥ 1"" as event A.) Our answer indicates that there is a 30% chance that the sale that the salesperson has made is the only one he or she will make during the hour."
_u4_probability,_m3_random_variables,Let X be a discrete random variable representing the outcomes for the Acme Shipping Company. What are the possible values for X?,"If the package is delivered within 24 hours, the net amount the company gets is the fee they charge minus their cost, or 20 - 14.80 = 5.20.If the package is not delivered within 24 hours, they must return the fee. So the net amount the company gets is 20 - 20 - 14.80 = -14.80."
_u4_probability,_m3_random_variables,Suppose Acme successfully delivers 96% of its packages within 24 hours. What are the probabilities that correspond to the values for X you found in the previous question?,"Since they deliver within 24 hours with a probability of 0.96, 0.96 corresponds to 5.20.Not delivering within 24 hours is the complement of delivering within 24 hours. Thus, the probability corresponding to -14.80 is 1 - 0.96 = 0.04."
_u4_probability,_m3_random_variables,"Using the information from the previous two questions, what is the expected gain or loss for delivering a package?","μX = (5.20)(0.96) + (-14.80)(0.04) = 4.40This means that in the long run, each package delivered has an expected gain of $4.40."
_u4_probability,_m3_random_variables,"Find the probability distribution of X. In other words, list the possible values that X can have, and their corresponding probabilities. (Hint: There are three possibilities here: no fire, total loss due to fire, 50% damage due to fire).","There are three possibilities that correspond to the three possible values of X in this example. In every case, the insurance company is gaining the amount of the policy cost, which is $1,350.• If there is total loss due to fire (which happens with probability .002), the insurance company has to pay the customer $100,000, and therefore the company's gain is: $1,350 - $100,000.• If there is 50% damage due to fire (which happens with probability .008), the insurance company has to pay the customer $50,000, and therefore the company's gain is: $1,350 - $50,000.• If there is no fire (which must happen with the ""remaining probability"" of 1 - .002 - .008 = .99), the insurance company has to pay nothing, and so is left with the premium gain of $1,350.To summarize, the probability distribution of X is:"
_u4_probability,_m3_random_variables,"What is the mean (expected) annual gain for a policy of this type? In other words, what is the mean of X?","Using the definition of the mean of a discrete random variable, we will average the possible values weighted by their corresponding probabilities.Mean of X = (1,350 - 100,000)(.002) + (1,350 - 50,000)(.008) + 1,350(.99) = 750.The expected gain of such a policy is $750. Since the insurance company probably sells a lot of policies of this type, in the majority of them (99%) the company will gain money ($1,350), and in the remaining 1% of them, it will lose (either 1,350 - 100,000 or 1,350 - 5,0000). Averaging over all such policies, the company is going to make about $750 from each such fire insurance policy."
_u4_probability,_m3_random_variables,"The insurance company gets information about gas leakage in several houses that use the same gas provider that your customer does. In light of this new information, the probabilities of total loss and 50% damage (that were originally .002 and .008, respectively) are tripled (to .006 for total loss and .024 for 50% damage). Obviously, this change in the probabilities should be reflected in the annual premium, to account for the added risk that the insurance company is taking. What should be the new annual premium (instead of $1,350), if the company wants to keep its expected gain of $750? Guidance: Let the new premium (instead of 1,350) be denoted by N, for new. Set up the new probability distribution of X using the updated probabilities, and using N instead of 1,350. (The answer to question 1 will help.) The question now is: What should the value of N (the new premium) be, if we want the mean of X to remain 750? Set up an equation with N as unknown, and solve for N.","Here is the new probability distribution of X:Note that we updated the probabilities of total loss and 50% damage by tripling them, and the probability of no fire has changed to 1 - .006 - .024 = .97. The company wants to keep the same annual gain from the policy ($750), and the question is, what should the new premium (N) be that will satisfy this? In other words, we need to solve the following equation for N:750 = (N - 100,000)(.006) + (N - 50,000)(.024) + N(.97)Thus, 750 = N - 600 - 1,200, or N - 1,800.And therefore, N = 750 + 1,800 = 2,550.In order to account for the added risk that the insurance company is taking by continuing to insure the customer, the premium changes from $1,350 to $2,550."
_u4_probability,_m3_random_variables,"John's parents are concerned because John is changing majors for the second time. John claims this is not unusual. Using the mean and standard deviation given above, is John's behavior unusual?","None Since the mean is 1.23 and the standard deviation is 1.08, two changes is less than 1 standard deviation above the mean.1.23 + 1.08 = 2.31So, John's behavior is not unusual at all. In fact, it is quite ordinary."
_u4_probability,_m3_random_variables,"For those binomial distributions in questions 1-4 of the previous exercise for which the normal approximation is appropriate, write down which normal distribution you would use to approximate them.","For example 1: X is binomial with n = 100 and p = .75, and would therefore be approximated by a normal random variable having mean μ = 100 * 0.75 = 75 and standard deviation σ = sqrt(100 * 0.75 * 0.25) = sqrt(18.75) = 4.33. Note that if you look at the histogram, this makes sense. The distribution is indeed centered at 75, and extends approximately 3 standard deviations (3 * 4.33 = 13) on each side of the mean (as we know normal distributions do).For example 2: X is binomial with n = 300 and p = .9, and would therefore be approximated by a normal random variable having mean μ = 300 * 0.9 = 270 and standard deviation σ = sqrt(300 * 0.9 * 0.1) = sqrt(27) = 5.2. Note that if you look at the histogram, this makes sense. The distribution is indeed centered at 270, and extends approximately 3 standard deviations (3 * 5.2 = 15.6) on each side of the mean (as we know normal distributions do)."
_u4_probability,_m3_random_variables,"Explain why we can use the normal approximation in this case, and state which normal distribution you would use for the approximation.","X is binomial with n = 225 and p = 0.1. The normal approximation is appropriate, since the rule of thumb is satisfied: np = 225 * 0.1 = 22.5 > 10, and n(1 − p) = 225 * 0.9 = 202.5 > 10.We will approximate the binomial random variable X by the random variable Y having a normal distribution with mean μ = 225 * 0.1 = 22.5 and standard deviation σ = √(225 * 0.1 * 0.9) = sqrt(20.25) = 4.5."
_u4_probability,_m3_random_variables,"Use the normal approximation to find P(X ≥ 31). For the approximation to be better, use the continuity correction as we did in the last example. In other words, rather than approximating P(X ≥ 31) by P(Y ≥ 31), approximate it by P(Y ≥ 30.5).",P(X ≥ 31) ≈ (normal approximation + continuity correction) ≈ P(Y ≥ 30.5) = P(Z ≥ (30.5 - 22.5) / 4.5) = P(Z ≥ 1.78) = (symmetry) = P(Z ≤ -1.78) = (table) = 0.0375.
_u4_probability,_m3_random_variables,(a) Place the flags 1 standard deviation on either side of the mean. What is the area between these two values? What does the standard deviation rule say this area is? (b) Repeat for 2 and 3 standard deviations on either side of the mean. Again compare the standard deviation rule with the area given in the applet.,"(a) According to the applet, the exact probability that a normal random variable will get a value that is within 1 standard deviation of its mean is .6826, which is pretty close to what the Standard Deviation Rule tells us (.68).(b) According to the applet, the exact probability that a normal random variable will get a value that is within 2 standard deviations of its mean is .9544, which, again, is pretty close to what the Standard Deviation Rule tells us (.95).Also, according to the applet, the exact probability that a normal random variable will get a value that is within 3 standard deviations of its mean is .9974, which is very close to what the Standard Deviation Rule tells us (.997).We conclude that the Standard Deviation Rule is very accurate."
_u4_probability,_m3_random_variables,"Using the applet, how many standard deviations above and below the mean do the quartiles of any normal distribution lie? Use the closest available values (the applet can't hit every value exactly).","By the definition of Q1 and Q3, P(Q1 < X < Q3) = 0.5. Setting the flags so that there is a probability of 0.5 between them (or the closest we can get to 0.5 using the applet, which is 0.5011), we see that Q1 and Q3 of any normal distribution lie approximately 0.68 standard deviations below and above the mean, respectively."
_u4_probability,_m3_random_variables,The deciles of any distribution are the points that mark off the highest and lowest 10% of the observations. How many standard deviations on either side of the mean do the deciles in a normal distribution lie?,"Since the deciles mark the highest and lowest 10% of the observations, there is a probability of 0.8 that the random variable will get a value between them. Setting the flags so that there is a probability of 0.8 between them (or the closest we can get to 0.8 using the applet, which is 0.8015), we see that the deciles of any normal distribution lie approximately 1.29 standard deviations below and above the mean."
_u4_probability,_m3_random_variables,"What is the probability that a randomly chosen student (from all those taking the SAT-M that year) scored above 700? In other words, what proportion of students who took the SAT scored above 700? Yet another, more technical way to ask this question is, What is P(X > 700), where X represents the random variable SAT-M score?","We are given that the random variable X representing the SAT-M score has a normal distribution with a mean of 507 and a standard deviation of 111, and we are asked to find P(X > 700). The z-score of 700 is (700 − 507)/111 = 1.74 (rounded), and therefore:P(X > 700) = P(Z > 1.74) = (by symmetry) P(Z < −1.74) = (using the table) 0.0409.We conclude that roughly 4.1% of the students score above 700 on the SAT-M."
_u4_probability,_m3_random_variables,"What proportion of students score between 400 and 600 on the SAT-M? In other words, find P(400 < X < 600).","We need to find P(400 < X < 600), where X is a normal random variable with a mean of 507 and a standard deviation of 111.The z-score of 400 is (400 − 507)/111 = −0.96 (rounded).The z-score of 600 is (600 − 507)/111 = 0.84 (rounded), and therefore,P(400 < X < 600) = P(−0.96 < Z < 0.84) = P(Z < 0.84) − P(Z < −0.96) = (table) 0.7995 − 0.1685 = 0.6310.We conclude that roughly 63.1% of the students score between 400 and 600."
_u4_probability,_m3_random_variables,"Adult male height (X) follows (approximately) a normal distribution with a mean of 69 inches and a standard deviation of 2.8 inches. (a) What proportion of males are less than 65 inches tall? In other words, what is P(X < 65)? (b) What proportion of males are more than 75 inches tall? In other words, what is P(X > 75)? (c) What proportion of males are between 66 and 72 inches tall? In other words, what is P(66 < X < 72)?","R(a) R provides:So roughly 7.66% of males are less than 65 inches tall.(b) R provides:So roughly 1.6% of males are more than 75 inches tall.(c) R provides:So roughly 71.6% of males are between 66 and 72 inches tall.StatCrunch(a) StatCrunch provides:So roughly 7.66% of males are less than 65 inches tall.(b) StatCrunch provides:So roughly 1.6% of males are more than 75 inches tall.(c) StatCrunch provides:and therefore P(66 < X < 72) = 0.8580116 − 0.14198838 = 0.71602322.So roughly 71.6% of males are between 66 and 72 inches tall.Minitab(a) Minitab provides:So roughly 7.66% of males are less than 65 inches tall.(b) Minitab provides:P(X > 75) = 1 − 0.983938 = 0.016062, so roughly 1.6% of males are more than 75 inches tall.(c) Minitab provides:and therefore P(66 < X < 72) = 0.858012 − 0.141988 = 0.716024.Roughly 71.6% of males are between 66 and 72 inches tall.Excel 2007(a) Excel provides:So roughly 7.66% of males are less than 65 inches tall.(b) Excel provides:P(X > 75) = 1 − 0.983938 = 0.016062, so roughly 1.6% of males are more than 75 inches tall.(c) Excel provides:and therefore P(66 < X < 72) = 0.858012 − 0.141988 = 0.716024.Roughly 71.6% of males are between 66 and 72 inches tall.TI Calculator(a) The TI Calculator provides:So roughly 7.66% of males are less than 65 inches tall.(b) The TI Calculator provides:So roughly 1.6% of males are more than 75 inches tall.(c) The TI Calculator provides:So roughly 71.6% of males are between 66 and 72 inches tall."
_u4_probability,_m3_random_variables,Recall that adult male height follows a normal distribution with a mean of 69 inches and a standard deviation of 2.8 inches. (a) How tall must a male be in order to be among the shortest 0.5% of males? (b) How tall must a male be in order to be among the tallest 0.25% of males?,"R(a) Here we need to find the value x that satisfies P(X < x) = 0.005. R provides:So, in order for a male to be among the shortest 0.5% of males, he needs to be less than 61.8 inches tall.(b) Here we need to find the value x that satisfies P(X > x) = 0.0025, or P(X < x) = 0.9975. R provides:So, in order for a male to be among the tallest 0.25% of males, he needs to be more than 76.9 inches tall.StatCrunch(a) Here we need to find the value x that satisfies P(X < x) = 0.005. StatCrunch provides:So, in order for a male to be among the shortest 0.5% of males, he needs to be less than 61.8 inches tall.(b) Here we need to find the value x that satisfies P(X > x) = 0.0025, or P(X < x) = 0.9975. StatCrunch provides:So, in order for a male to be among the tallest 0.25% of males, he needs to be more than 76.9 inches tall.Minitab(a) Here we need to find the value x that satisfies P(X < x) = 0.005. Minitab provides:So, in order for a male to be among the shortest 0.5% of males, he needs to be less than 61.8 inches tall.(b) Here we need to find the value x that satisfies P(X > x) = 0.0025, or P(X < x) = 0.9975. Minitab provides:So, in order for a male to be among the tallest 0.25% of males, he needs to be more than 76.9 inches tall.Excel 2007(a) Here we need to find the value x that satisfies P(X < x) = 0.005. Excel provides:So, in order for a male to be among the shortest 0.5% of males, he needs to be less than 61.8 inches tall.(b) Here we need to find the value x that satisfies P(X > x) = 0.0025, or P(X < x) = 0.9975. Excel provides:So, in order for a male to be among the tallest 0.25% of males, he needs to be more than 76.9 inches tall.TI Calculator(a) Here we need to find the value x that satisfies P(X < x) = 0.005. The TI Calculator provides:So, in order for a male to be among the shortest 0.5% of males, he needs to be less than 61.8 inches tall.(b) Here we need to find the value x that satisfies P(X > x) = 0.0025, or P(X < x) = 0.9975. The TI Calculator provides:So, in order for a male to be among the tallest 0.25% of males, he needs to be more than 76.9 inches tall."
_u4_probability,_m3_random_variables,"One of the criteria for admission to a certain engineering school is an SAT-M score in the top 2% of scores. How does this translate to an actual SAT-M score? In other words, how high must a student score on the SAT-M in order for his application to be considered? A different way to ask the same question is, What is the 98th percentile of the SAT-M distribution? Guidance: Recall that our normal table only works with ""less than"" probabilities, so we need to rephrase our problem accordingly. Looking for the SAT-M score that 2% of students scored higher than is the same as looking for the SAT-M score that 98% of the students scored lower than.","We are looking for the value x so that P(X > x) = 0.02. The same value also satisfies P(X < x) = 0.98. This way of posing the problem works best for us, since our table is set up to work with ""less than"" rather than ""greater than."" Now we look in thebody of the table for the probability of 0.98 (or the closest thing to it). We can't find 0.98, but we can get pretty close: 0.9798.Looking at the margins, we see that this probability corresponds to a z-score of 2.05. This means that in order to be in the top 2% of SAT-M scores (and thus be considered for the engineering school), a student must score more than 2.05 standard deviations above the mean. 2.05 standard deviations above the mean is a score of 507 + 2.05(111) = 734.55. Since SAT-M scores are whole numbers, we conclude that in order to be considered for the engineering school, a student must have an SAT-M score of at least 735."
_u4_probability,_m4_sampling_distributions,(Don't worry about writing a perfect final draft. We just want to know how you would say this in your own words.),None Thank you for your response.
_u4_probability,_m4_sampling_distributions,"In the simulation, we collected thousands of random samples from the population of babies. The mean weight for individual babies is 3,500 grams. What is the mean of the sample means?","3,500 grams. The mean of the sample means is the population mean."
_u4_probability,_m4_sampling_distributions,"If we randomly sample 36 Pell grant recipients and record the mean Pell grant award for the sample, then repeat the sampling process many, many times, what is the mean and standard deviation of the sample means?","The distribution of sample means will have a mean equal to μ = 2,600 and a standard deviation of"
_u4_probability,_m4_sampling_distributions,What was the main point of the simulation?,"If a variable is skewed in the population and we draw small samples, the distribution of sample means will be likewise skewed. If we increase the sample size to around 30 (or larger), the distribution of sample means becomes approximately normal."
_u4_probability,_m4_sampling_distributions,"If we randomly sample 20 Pell grant recipients, would you be surprised if the mean grant amount for the sample was $2,940?","Yes, it would be very surprising to see a sample mean this large. The Standard Deviation Rule predicts that approximately 99.7% of the sample means will fall within 3 standard deviations of μ = 2,600, between 2,600 – 3(111.80) and 2,600 + 3(111.80). $2,940 is more than 3 standard deviations above 2,600, so it is an unlikely result."
_u4_probability,_m4_sampling_distributions,"What is the probability that the mean annual salary of a random sample of 5 teachers from this state is more than $60,000? Find this probability or explain why you cannot.","Recall from the Exploratory Data Analysis unit that salary distribution is typically skewed to the right. Since 5 is a small sample size, and the Central Limit Theorem does not guarantee that the sample mean coming from a skewed population is approximately normal unless the sample size is larger, we thus do not have enough information to solve the problem."
_u4_probability,_m4_sampling_distributions,"What is the probability that the mean annual salary of a random sample of 64 teachers from this state is less than $52,000?","Now we can use the central limit theorem. Even though the population distribution is skewed to the right, the sample size is large enough to guarantee that the Central Limit Theorem works regardless of the population distribution.According to the Central Limit Theorem, then, the mean has approximately a normal distribution with the same mean as the population, $54,000, and a standard deviation of:The z-score of 52,000 is therefore:And therefore,We find that while it is probably quite common to find teachers in this state with an annual salary that is less than $52,000, it would be extremely unusual for the mean salary of a sample of 64 teachers to be less than $52,000."
_u4_probability,_m4_sampling_distributions,"What is the probability that the mean SAT-M score of a random sample of 4 students who took the test that year is more than 600? Explain why you can solve this problem, even though the sample size (n = 4) is very low.","Since the scores on the SAT-M in the population follow a normal distribution, the sample mean automatically also follows a normal distribution, for any sample size. Therefore, the mean has a normal distribution with the same mean as the population, 507, and standard deviationThe z-score of 600 is therefore:And therefore,We find that while it is very common to find students who score above 600 on the SAT-M, it would be quite unlikely (4.65% chance) for the mean score of a sample of 4 students to be above 600."
_u4_probability,_m4_sampling_distributions,"In the simulation, we collected thousands of random samples from a population of part-time college students. 60% of this population is female. What is the mean of the sample proportions?",60%. The mean of the sample proportions is the population proportion.
_u4_probability,_m4_sampling_distributions,Explain how these simulations illustrate the theory discussed above.,"Shape: Theory tells us that if np ≥ 10 and n(1 - p) ≥ 10, then the sampling distribution is approximately normal. When p = 0.10, these conditions are not met for n = 20 or n = 50. We can see that the distributions are skewed to the right for these sample sizes. As the sample size increases, we see the distributions becoming more normal. For n = 100 and for larger samples, the conditions are met, and we see that a normal distribution is a pretty good model for the sampling distribution.Center: All of the sampling distributions are centered at approximately p = 0.10.Spread: The standard deviation of each sampling distribution is very close to the value predicted byFor example, using this formula for n = 20, the standard deviation is predicted to be 0.0671. We see in the simulation that the standard deviation is 0.0675, which is very close to the predicted value."
_u4_probability,_m4_sampling_distributions,"If we randomly sample 50 students at a time, what will be the mean and the standard deviation of the distribution of sample proportions?",The mean of the sampling distribution is 0.62. The standard deviation is:
_u4_probability,_m4_sampling_distributions,"What is the sampling distribution of the sample proportion (p-hat)? In other words, what can we say about the behavior of the different possible values of the sample proportion that we can get when we take such a sample? (Note: normal approximation is valid because .1(225) = 22.5 and .9(225) = 202.5 are both more than 10.)","The possible values of the sample proportion follow approximately a normal distribution with mean p = .1, and standard deviation ="
_u4_probability,_m4_sampling_distributions,"Since the sample proportion has a normal distribution, its values follow the Standard Deviation Rule. What interval is almost certain (probability .997) to contain the sample proportion of left-handed people?","Since the Standard Deviation Rule applies, the probability is approximately .997 that the sample proportion falls within 3 standard deviations of its mean, that is, between .1 - 3(.02) and .1 + 3(.02). There is roughly a 99.7% chance, therefore, that the sample proportion falls in the interval (.04, .16)."
_u4_probability,_m4_sampling_distributions,"In a sample of 225 people, would it be unusual to find that 40 people in the sample are left-handed?","About 18% (40/225) of this sample is left-handed. In the previous problem, we determined that there is roughly a 99.7% chance that a sample proportion will fall between 0.04 and 0.16. So a sample proportion of 0.18 is very unlikely. Note: According to the Standard Deviation Rule, sample proportions greater than 0.16 will occur 0.15% of the time. (100% - 99.7%) / 2 = 0.15%."
_u4_probability,_m4_sampling_distributions,"Find the approximate probability of at least 27 in 225 (proportion .12) being left-handed. In other words, what is P(p-hat ≥ 0.12)? Guidance: Note that 0.12 is exactly 1 standard deviation (0.02) above the mean (0.1). Now use the Standard Deviation Rule.","Note that 0.12 is exactly 1 standard deviation above the mean. The Standard Deviation Rule tells us that there is a 68% chance that the sample proportion falls within 1 standard deviation of its mean, that is, between 0.08 and 0.12. There is therefore a probability of (1 - 0.68) / 2 = 0.16 that the sample proportion falls above 0.12."
_u4_probability,x-oli-inline-assessment,"Now that you have flipped the coin 30 times, what did you get for P(H)?To calculate P(H) take the total number of heads (the count of the “1’s”) and divide by the total number of flips (30).",None
_u4_probability,x-oli-inline-assessment,"Describe what happened to the histogram as you flipped at least 1,000 times.","After 1,000 flips, the total number of heads (1’s) should be approximately half the total number of flips meaning P(H) will consistently stay close to the classical probability of 0.5."
_u4_probability,x-oli-inline-assessment,"What happened to P(H) as the number of flips increased from 100 to 1,000?",None
_u4_probability,x-oli-inline-assessment,"How many of your 20 samples had at least two people with the same birthday (i.e., how many matches)? What is the relative frequency of samples that had at least two people with the same birthday? (This is your estimated probability of at least one birthday match in a group of 30 people.)","Since this is a simulation exercise, different students might get different answers. The TRUE probability is about .70, so hopefully your estimated probability is around this number. Note that since we used only 20 repetitions, we cannot expect our estimated probability to be too close to the true answer, but just a rough approximation."
_u4_probability,x-oli-inline-assessment,"If you have a room with 100 people, how unusual would it be to have no matches? Feel free to run another simulation to help you to answer this question.","Recall that with only 60 people the P(at least one match) was .994. Thus, it makes sense that if we have 100 people the probability of at least one match would be higher. This means the P(no matches) would be extremely low. In fact, it is about .000000303—very unlikely indeed!"
_u4_probability,x-oli-inline-assessment,"Based on this information, what is the estimate of P(B), the probability that a randomly chosen college student eats breakfast?","Using the relative frequency of B occurring, we would estimate P(B) to be 253 / 460 = 0.55."
_u5_inference,_m1_inference_one_variable,"Given the type of error made in this situation, what could researchers do to reduce the risk of this error?","They could increase the sample size, as that is the best way to reduce the likelihood of a type II error."
_u5_inference,_m1_inference_one_variable,"Given the type of error made in this situation, what could researchers do to reduce the risk of this error?","They could choose a .01 significance level instead of a .05 significance level, as this would reduce the probability of making a type I error from 5 percent to 1 percent."
_u5_inference,_m1_inference_one_variable,"Given the type of error made in this situation, what could researchers do to reduce the risk of this error?","They could choose a .01 significance level instead of a .05 significance level, as this would reduce the probability of making a type I error from 5 percent to 1 percent."
_u5_inference,_m1_inference_one_variable,"Did your 95% confidence interval contain (or ""cover"") the population mean μ (the green line)?","Your answers may vary depending on the run of the simulation, but most likely it will be ""yes.""(If the intervaldid contain the population mean, the applet will color the segment black. If the intervaldidn't contain the population mean, the applet will color the segment red.)"
_u5_inference,_m1_inference_one_variable,"Was your second sample mean x-bar (the new dot) the same value as your first sample mean? (That is, is it in the same relative location along the axis?) Why is this result to be expected?","None No, the new x-bar value won't be the same.This result is to be expected because there is a naturalvariation due to sampling. (This is a key idea in this course.)"
