Unit,Module,Question,Question ID,Blank,Choices,Correct Answer
_u4_probability,_m1_finding_probability,Complete the following table: What is the probability that goes in each cell? Bnot BTotal D_________(A)_________(B)_________(C) not D_________(D)_________(E)_________(F) Total_________(G)_________(H)_________(I),14,F,"{'one': '0.02', 'two': '0.03', 'three': '0.05', 'four': '0.38', 'five': '0.40', 'six': '0.57', 'seven': '0.60', 'eight': '0.95', 'nine': '1.00'}",0.05
_u4_probability,_m1_finding_probability,Complete the following table: What is the probability that goes in each cell? Bnot BTotal D_________(A)_________(B)_________(C) not D_________(D)_________(E)_________(F) Total_________(G)_________(H)_________(I),14,G,"{'one': '0.02', 'two': '0.03', 'three': '0.05', 'four': '0.38', 'five': '0.40', 'six': '0.57', 'seven': '0.60', 'eight': '0.95', 'nine': '1.00'}",0.40
_u4_probability,_m1_finding_probability,Complete the following table: What is the probability that goes in each cell? Bnot BTotal D_________(A)_________(B)_________(C) not D_________(D)_________(E)_________(F) Total_________(G)_________(H)_________(I),14,H,"{'one': '0.02', 'two': '0.03', 'three': '0.05', 'four': '0.38', 'five': '0.40', 'six': '0.57', 'seven': '0.60', 'eight': '0.95', 'nine': '1.00'}",0.60
_u4_probability,_m1_finding_probability,Complete the following table: What is the probability that goes in each cell? Bnot BTotal D_________(A)_________(B)_________(C) not D_________(D)_________(E)_________(F) Total_________(G)_________(H)_________(I),14,I,"{'one': '0.02', 'two': '0.03', 'three': '0.05', 'four': '0.38', 'five': '0.40', 'six': '0.57', 'seven': '0.60', 'eight': '0.95', 'nine': '1.00'}",1.00
_u4_probability,_m1_finding_probability,Complete the following two-way probability table starting with the information displayed in the correct answer to question 1: Gnot GTotal M_________(A)_________(B)_________(C) F_________(D)_________(E)_________(F) Total_________(G)_________(H)_________(I),15,A,"{'one': '0.03', 'two': '0.10', 'three': '0.13', 'four': '0.34', 'five': '0.44', 'six': '0.53', 'seven': '0.56', 'eight': '0.87', 'nine': '1.00'}",0.53
_u4_probability,_m1_finding_probability,Complete the following two-way probability table starting with the information displayed in the correct answer to question 1: Gnot GTotal M_________(A)_________(B)_________(C) F_________(D)_________(E)_________(F) Total_________(G)_________(H)_________(I),15,B,"{'one': '0.03', 'two': '0.10', 'three': '0.13', 'four': '0.34', 'five': '0.44', 'six': '0.53', 'seven': '0.56', 'eight': '0.87', 'nine': '1.00'}",0.34
_u4_probability,_m1_finding_probability,Complete the following two-way probability table starting with the information displayed in the correct answer to question 1: Gnot GTotal M_________(A)_________(B)_________(C) F_________(D)_________(E)_________(F) Total_________(G)_________(H)_________(I),15,C,"{'one': '0.03', 'two': '0.10', 'three': '0.13', 'four': '0.34', 'five': '0.44', 'six': '0.53', 'seven': '0.56', 'eight': '0.87', 'nine': '1.00'}",0.87
_u4_probability,_m1_finding_probability,Complete the following two-way probability table starting with the information displayed in the correct answer to question 1: Gnot GTotal M_________(A)_________(B)_________(C) F_________(D)_________(E)_________(F) Total_________(G)_________(H)_________(I),15,D,"{'one': '0.03', 'two': '0.10', 'three': '0.13', 'four': '0.34', 'five': '0.44', 'six': '0.53', 'seven': '0.56', 'eight': '0.87', 'nine': '1.00'}",0.03
_u4_probability,_m1_finding_probability,Complete the following two-way probability table starting with the information displayed in the correct answer to question 1: Gnot GTotal M_________(A)_________(B)_________(C) F_________(D)_________(E)_________(F) Total_________(G)_________(H)_________(I),15,E,"{'one': '0.03', 'two': '0.10', 'three': '0.13', 'four': '0.34', 'five': '0.44', 'six': '0.53', 'seven': '0.56', 'eight': '0.87', 'nine': '1.00'}",0.10
_u4_probability,_m1_finding_probability,Complete the following two-way probability table starting with the information displayed in the correct answer to question 1: Gnot GTotal M_________(A)_________(B)_________(C) F_________(D)_________(E)_________(F) Total_________(G)_________(H)_________(I),15,F,"{'one': '0.03', 'two': '0.10', 'three': '0.13', 'four': '0.34', 'five': '0.44', 'six': '0.53', 'seven': '0.56', 'eight': '0.87', 'nine': '1.00'}",0.13
_u4_probability,_m1_finding_probability,Complete the following two-way probability table starting with the information displayed in the correct answer to question 1: Gnot GTotal M_________(A)_________(B)_________(C) F_________(D)_________(E)_________(F) Total_________(G)_________(H)_________(I),15,G,"{'one': '0.03', 'two': '0.10', 'three': '0.13', 'four': '0.34', 'five': '0.44', 'six': '0.53', 'seven': '0.56', 'eight': '0.87', 'nine': '1.00'}",0.56
_u4_probability,_m1_finding_probability,Complete the following two-way probability table starting with the information displayed in the correct answer to question 1: Gnot GTotal M_________(A)_________(B)_________(C) F_________(D)_________(E)_________(F) Total_________(G)_________(H)_________(I),15,H,"{'one': '0.03', 'two': '0.10', 'three': '0.13', 'four': '0.34', 'five': '0.44', 'six': '0.53', 'seven': '0.56', 'eight': '0.87', 'nine': '1.00'}",0.44
_u4_probability,_m1_finding_probability,Complete the following two-way probability table starting with the information displayed in the correct answer to question 1: Gnot GTotal M_________(A)_________(B)_________(C) F_________(D)_________(E)_________(F) Total_________(G)_________(H)_________(I),15,I,"{'one': '0.03', 'two': '0.10', 'three': '0.13', 'four': '0.34', 'five': '0.44', 'six': '0.53', 'seven': '0.56', 'eight': '0.87', 'nine': '1.00'}",1.00
_u4_probability,_m1_finding_probability,A and C _________(A),16,A,"{'one': 'disjoint', 'two': 'not disjoint'}",not disjoint
_u4_probability,_m1_finding_probability,"Two people are selected simultaneously and at random from a very large population, and their blood type is checked. A— person 1 has blood type O B—person 2 has blood type O (a) The two events are: _________(A)(b) The two events are: _________(B)",17,A,"{'one': 'disjoint', 'two': 'not disjoint'}",not disjoint
_u4_probability,_m1_finding_probability,"Two people are selected simultaneously and at random from a very large population, and their blood type is checked. A— person 1 has blood type O B—person 2 has blood type O (a) The two events are: _________(A)(b) The two events are: _________(B)",17,B,"{'one': 'independent', 'two': 'dependent'}",independent
_u4_probability,_m1_finding_probability,Roughly 7% of American males in U.S. have some sort of color blindness. Suppose that a medical researcher selects one American male at random. Let A represent the event ’the selected male is color blind’. Let B represent the event ’the selected male is not color blind’.Determine whether A and B are disjoint or independent.A and B are _________(A),18,A,"{'one': 'disjoint', 'two': 'not disjoint'}",disjoint
_u4_probability,_m1_finding_probability,"Now, suppose the medical researcher selects two American males at random. Let A represent the event ""the first male is color blind."" Let B represent the event ""the second male is not colorblind.""Determine whether A and B are disjoint or independent. A and B are _________(C)",19,C,"{'one': 'disjoint', 'two': 'not disjoint'}",not disjoint
_u4_probability,_m1_finding_probability,"The events B1, B2, and B3 are _________(A) since the three people _________(B) and therefore using the extended _________(C) P(B1 and B2 and B3) = _________(D)",20,A,"{'one': 'independent', 'two': 'not independent'}",independent
_u4_probability,_m1_finding_probability,"The events B1, B2, and B3 are _________(A) since the three people _________(B) and therefore using the extended _________(C) P(B1 and B2 and B3) = _________(D)",20,B,"{'one': 'all have blood type B,', 'two': 'are all males,', 'three': 'were chosen at random from a large population,'}","were chosen at random from a large population,"
_u4_probability,_m1_finding_probability,"The events B1, B2, and B3 are _________(A) since the three people _________(B) and therefore using the extended _________(C) P(B1 and B2 and B3) = _________(D)",20,C,"{'one': 'Addition Rule', 'two': 'Multiplication Rule'}",Multiplication Rule
_u4_probability,_m1_finding_probability,"The events B1, B2, and B3 are _________(A) since the three people _________(B) and therefore using the extended _________(C) P(B1 and B2 and B3) = _________(D)",20,D,"{'one': 'P(B1) * P(B2) * P(B3) = .1 * .1 * .1 = .001', 'two': 'P(B1) + P(B2) + P(B3) =.1 + .1 + .1 = .3'}",P(B1) * P(B2) * P(B3) = .1 * .1 * .1 = .001
_u4_probability,_m1_finding_probability,The events A and B are _________(A).,21,A,"{'one': 'independent', 'two': 'not independent'}",not independent
_u4_probability,_m1_finding_probability,The events A and B are _________(A).,21,A,"{'one': 'independent', 'two': 'not independent'}",not independent
_u4_probability,_m1_finding_probability,"In each of the following situations, choose the correct sample space (S) for the random experiment that is described. (a) A pair of dice is rolled, and the sum of the dots on the two faces that come up is recorded: _________(A)(b) A coin is tossed three times, or until the first ""head"" appears. (whichever occurs first): _________(B)",22,A,"{'one': 'S = {1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12}', 'two': 'S = {2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12}', 'three': 'S = {2, 4, 6, 8, 10, 12}', 'four': 'S = {1, 3, 5, 7, 9, 11}'}","S = {2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12}"
_u4_probability,_m1_finding_probability,"In each of the following situations, choose the correct sample space (S) for the random experiment that is described. (a) A pair of dice is rolled, and the sum of the dots on the two faces that come up is recorded: _________(A)(b) A coin is tossed three times, or until the first ""head"" appears. (whichever occurs first): _________(B)",22,B,"{'one': 'S = {H, T, HT, TH, HH, TT, THH, HTH, HHT, HTT, THT, TTH, HHH, TTT}', 'two': 'S = {THH, HTH, HHT, HTT, THT, TTH, HHH, TTT}', 'three': 'S = {H, TH, TTH}', 'four': 'S = {H, TH, TTH, TTT}'}","S = {H, TH, TTH, TTT}"
_u4_probability,_m1_finding_probability,"A couple decides to have children until they have one boy and one girl, but they will not have more than three children. Choose the correct sample space for this random experiment. _________(A)",23,A,"{'one': 'S = {GGG, GGB, GBG, GBB, BBB, BBG, BGB, BGG}', 'two': 'S = {GGG, GGB, BBB, BGG}', 'three': 'S = {GB, BG, BBG, GGB}', 'four': 'S = {GB, BG, BBG, GGB, BBB, GGG}'}","S = {GB, BG, BBG, GGB, BBB, GGG}"
_u4_probability,_m3_bridge,Choose a college student at random. Decide whether each of the following is a discrete or continuous random variable: 1. The number of courses the student takes this semester: _________(A)2. The student's height: _________(B)3. The student's (exact) body temperature: _________(C)4. The number of siblings the student has: _________(D)5. The (exact) time the student spends doing school work during a week: _________(E)6. The number of alcoholic beverages that the student drinks in a typical week: _________(F),24,A,"{'one': 'Discrete', 'two': 'Continuous'}",Discrete
_u4_probability,_m3_bridge,Choose a college student at random. Decide whether each of the following is a discrete or continuous random variable: 1. The number of courses the student takes this semester: _________(A)2. The student's height: _________(B)3. The student's (exact) body temperature: _________(C)4. The number of siblings the student has: _________(D)5. The (exact) time the student spends doing school work during a week: _________(E)6. The number of alcoholic beverages that the student drinks in a typical week: _________(F),24,B,"{'one': 'Discrete', 'two': 'Continuous'}",Continuous
_u4_probability,_m3_bridge,Choose a college student at random. Decide whether each of the following is a discrete or continuous random variable: 1. The number of courses the student takes this semester: _________(A)2. The student's height: _________(B)3. The student's (exact) body temperature: _________(C)4. The number of siblings the student has: _________(D)5. The (exact) time the student spends doing school work during a week: _________(E)6. The number of alcoholic beverages that the student drinks in a typical week: _________(F),24,C,"{'one': 'Discrete', 'two': 'Continuous'}",Continuous
_u4_probability,_m3_bridge,Choose a college student at random. Decide whether each of the following is a discrete or continuous random variable: 1. The number of courses the student takes this semester: _________(A)2. The student's height: _________(B)3. The student's (exact) body temperature: _________(C)4. The number of siblings the student has: _________(D)5. The (exact) time the student spends doing school work during a week: _________(E)6. The number of alcoholic beverages that the student drinks in a typical week: _________(F),24,D,"{'one': 'Discrete', 'two': 'Continuous'}",Discrete
_u4_probability,_m3_bridge,Choose a college student at random. Decide whether each of the following is a discrete or continuous random variable: 1. The number of courses the student takes this semester: _________(A)2. The student's height: _________(B)3. The student's (exact) body temperature: _________(C)4. The number of siblings the student has: _________(D)5. The (exact) time the student spends doing school work during a week: _________(E)6. The number of alcoholic beverages that the student drinks in a typical week: _________(F),24,E,"{'one': 'Discrete', 'two': 'Continuous'}",Continuous
_u4_probability,_m3_bridge,Choose a college student at random. Decide whether each of the following is a discrete or continuous random variable: 1. The number of courses the student takes this semester: _________(A)2. The student's height: _________(B)3. The student's (exact) body temperature: _________(C)4. The number of siblings the student has: _________(D)5. The (exact) time the student spends doing school work during a week: _________(E)6. The number of alcoholic beverages that the student drinks in a typical week: _________(F),24,F,"{'one': 'Discrete', 'two': 'Continuous'}",Discrete
_u4_probability,_m3_random_variables,The two conditions we've outlined mean that we'll need two probabilities. These are: the probability of having at least one child is _________(A) which is found by calculating _________(B)the probability of having more than two children is _________(C) which is found by calculating _________(D),25,A,"{'res1': 'P(X > 1)', 'res2': 'P(X ≥ 1)', 'res3': 'P(X < 1)', 'res4': 'P(X ≤ 1)'}",P(X ≤ 1)
_u4_probability,_m3_random_variables,The two conditions we've outlined mean that we'll need two probabilities. These are: the probability of having at least one child is _________(A) which is found by calculating _________(B)the probability of having more than two children is _________(C) which is found by calculating _________(D),25,B,"{'res1': '1 - P(X > 1)', 'res2': '1 - P(X ≥ 1)', 'res3': '1 - P(X = 0)', 'res4': '1 - P(X ≤ 1)'}",1 - P(X ≤ 1)
_u4_probability,_m3_random_variables,The two conditions we've outlined mean that we'll need two probabilities. These are: the probability of having at least one child is _________(A) which is found by calculating _________(B)the probability of having more than two children is _________(C) which is found by calculating _________(D),25,C,"{'res1': 'P(X > 2)', 'res2': 'P(X ≥ 2)', 'res3': 'P(X < 2)', 'res4': 'P(X ≤ 2)'}",P(X ≤ 2)
_u4_probability,_m3_random_variables,The two conditions we've outlined mean that we'll need two probabilities. These are: the probability of having at least one child is _________(A) which is found by calculating _________(B)the probability of having more than two children is _________(C) which is found by calculating _________(D),25,D,"{'res1': '1 - P(X > 2)', 'res2': '1 - P(X ≥ 2)', 'res3': '1 - P(X < 2)', 'res4': '1 - P(X ≤ 2)'}",1 - P(X ≤ 2)
_u4_probability,_m3_random_variables,Fill in the probability distribution table values consistent with the histogram above: cell 1: _________(A)cell 2: _________(B)cell 3: _________(C)cell 4: _________(D),26,A,"{'one': '0', 'two': '0.1', 'three': '0.2', 'four': '0.3', 'five': '0.4', 'six': '1', 'seven': '2', 'eight': '3', 'nine': '4'}",0.4
_u4_probability,_m3_random_variables,Fill in the probability distribution table values consistent with the histogram above: cell 1: _________(A)cell 2: _________(B)cell 3: _________(C)cell 4: _________(D),26,B,"{'one': '0', 'two': '0.1', 'three': '0.2', 'four': '0.3', 'five': '0.4', 'six': '1', 'seven': '2', 'eight': '3', 'nine': '4'}",2
_u4_probability,_m3_random_variables,Fill in the probability distribution table values consistent with the histogram above: cell 1: _________(A)cell 2: _________(B)cell 3: _________(C)cell 4: _________(D),26,C,"{'one': '0', 'two': '0.1', 'three': '0.2', 'four': '0.3', 'five': '0.4', 'six': '1', 'seven': '2', 'eight': '3', 'nine': '4'}",3
_u4_probability,_m3_random_variables,Fill in the probability distribution table values consistent with the histogram above: cell 1: _________(A)cell 2: _________(B)cell 3: _________(C)cell 4: _________(D),26,D,"{'one': '0', 'two': '0.1', 'three': '0.2', 'four': '0.3', 'five': '0.4', 'six': '1', 'seven': '2', 'eight': '3', 'nine': '4'}",0.1
_u4_probability,_m3_random_variables,"In _________(A) distribution, it is more likely to find values that are further from the mean.Therefore, it is more likely that the standard deviation for this distribution is _________(B).",27,A,"{'one': ""Xavier's"", 'two': ""Yves'""}",Yves'
_u4_probability,_m3_random_variables,"In _________(A) distribution, it is more likely to find values that are further from the mean.Therefore, it is more likely that the standard deviation for this distribution is _________(B).",27,B,"{'one': 'smaller', 'two': 'larger'}",larger
_u4_probability,_m3_random_variables,"(d) How likely or unlikely is a male's foot length to be smaller than 9.5 inches? Not too unlikely, since the probability of being smaller than 9.5 is _________(A), which is not a particularly low probability. (e) How likely or unlikely is a foot length longer than 15.5 inches? Extremely unlikely, since the probability of being longer than 15.5 is only _________(B). (f) There is probability of 0.5 that a male's foot is shorter than _________(C).",28,A,"{'one': '0.025', 'two': '0.05', 'three': '0.16', 'four': '0.32', 'five': '0.68'}",0.16
_u4_probability,_m3_random_variables,"(d) How likely or unlikely is a male's foot length to be smaller than 9.5 inches? Not too unlikely, since the probability of being smaller than 9.5 is _________(A), which is not a particularly low probability. (e) How likely or unlikely is a foot length longer than 15.5 inches? Extremely unlikely, since the probability of being longer than 15.5 is only _________(B). (f) There is probability of 0.5 that a male's foot is shorter than _________(C).",28,B,"{'one': '0.0015', 'two': '0.003', 'three': '0.015', 'four': '0.025', 'five': '0.05'}",0.0015
_u4_probability,_m3_random_variables,"(d) How likely or unlikely is a male's foot length to be smaller than 9.5 inches? Not too unlikely, since the probability of being smaller than 9.5 is _________(A), which is not a particularly low probability. (e) How likely or unlikely is a foot length longer than 15.5 inches? Extremely unlikely, since the probability of being longer than 15.5 is only _________(B). (f) There is probability of 0.5 that a male's foot is shorter than _________(C).",28,C,"{'one': '9.5', 'two': '11', 'three': '12.5'}",11
_u4_probability,_m3_random_variables,The probability is 0.95 that a pregnancy will last between _________(A) and _________(B) days.The shortest 16% of pregnancies last less than _________(C) days.The probability of a pregnancy lasting longer than 314 days is _________(D).There is a probability of 0.5 that a pregnancy will last longer than _________(E) days.,29,A,"{'one': '218', 'two': '234', 'three': '250', 'four': '266', 'five': '282', 'six': '298', 'seven': '314'}",234
_u4_probability,_m3_random_variables,The probability is 0.95 that a pregnancy will last between _________(A) and _________(B) days.The shortest 16% of pregnancies last less than _________(C) days.The probability of a pregnancy lasting longer than 314 days is _________(D).There is a probability of 0.5 that a pregnancy will last longer than _________(E) days.,29,B,"{'one': '218', 'two': '234', 'three': '250', 'four': '266', 'five': '282', 'six': '298', 'seven': '314'}",298
_u4_probability,_m3_random_variables,The probability is 0.95 that a pregnancy will last between _________(A) and _________(B) days.The shortest 16% of pregnancies last less than _________(C) days.The probability of a pregnancy lasting longer than 314 days is _________(D).There is a probability of 0.5 that a pregnancy will last longer than _________(E) days.,29,C,"{'one': '218', 'two': '234', 'three': '250', 'four': '266', 'five': '282', 'six': '298', 'seven': '314'}",250
_u4_probability,_m3_random_variables,The probability is 0.95 that a pregnancy will last between _________(A) and _________(B) days.The shortest 16% of pregnancies last less than _________(C) days.The probability of a pregnancy lasting longer than 314 days is _________(D).There is a probability of 0.5 that a pregnancy will last longer than _________(E) days.,29,D,"{'one': '0.0015', 'two': '0.025', 'three': '0.16', 'four': '0.68', 'five': '0.95', 'six': '0.997'}",0.0015
_u4_probability,_m3_random_variables,The probability is 0.95 that a pregnancy will last between _________(A) and _________(B) days.The shortest 16% of pregnancies last less than _________(C) days.The probability of a pregnancy lasting longer than 314 days is _________(D).There is a probability of 0.5 that a pregnancy will last longer than _________(E) days.,29,E,"{'one': '218', 'two': '234', 'three': '250', 'four': '266', 'five': '282', 'six': '298', 'seven': '314'}",266
_u4_probability,_m3_random_variables,Choose a college student at random. Decide whether each of the following is a discrete or continuous random variable: 1. The number of courses the student takes this semester: _________(A)2. The student's height: _________(B)3. The student's (exact) body temperature: _________(C)4. The number of siblings the student has: _________(D)5. The (exact) time the student spends doing school work during a week: _________(E)6. The number of alcoholic beverages that the student drinks in a typical week: _________(F),29,A,"{'one': 'Discrete', 'two': 'Continuous'}",Discrete
_u4_probability,_m3_random_variables,Choose a college student at random. Decide whether each of the following is a discrete or continuous random variable: 1. The number of courses the student takes this semester: _________(A)2. The student's height: _________(B)3. The student's (exact) body temperature: _________(C)4. The number of siblings the student has: _________(D)5. The (exact) time the student spends doing school work during a week: _________(E)6. The number of alcoholic beverages that the student drinks in a typical week: _________(F),29,B,"{'one': 'Discrete', 'two': 'Continuous'}",Continuous
_u4_probability,_m3_random_variables,Choose a college student at random. Decide whether each of the following is a discrete or continuous random variable: 1. The number of courses the student takes this semester: _________(A)2. The student's height: _________(B)3. The student's (exact) body temperature: _________(C)4. The number of siblings the student has: _________(D)5. The (exact) time the student spends doing school work during a week: _________(E)6. The number of alcoholic beverages that the student drinks in a typical week: _________(F),29,C,"{'one': 'Discrete', 'two': 'Continuous'}",Continuous
_u4_probability,_m3_random_variables,Choose a college student at random. Decide whether each of the following is a discrete or continuous random variable: 1. The number of courses the student takes this semester: _________(A)2. The student's height: _________(B)3. The student's (exact) body temperature: _________(C)4. The number of siblings the student has: _________(D)5. The (exact) time the student spends doing school work during a week: _________(E)6. The number of alcoholic beverages that the student drinks in a typical week: _________(F),29,D,"{'one': 'Discrete', 'two': 'Continuous'}",Discrete
_u4_probability,_m3_random_variables,Choose a college student at random. Decide whether each of the following is a discrete or continuous random variable: 1. The number of courses the student takes this semester: _________(A)2. The student's height: _________(B)3. The student's (exact) body temperature: _________(C)4. The number of siblings the student has: _________(D)5. The (exact) time the student spends doing school work during a week: _________(E)6. The number of alcoholic beverages that the student drinks in a typical week: _________(F),29,E,"{'one': 'Discrete', 'two': 'Continuous'}",Continuous
_u4_probability,_m3_random_variables,Choose a college student at random. Decide whether each of the following is a discrete or continuous random variable: 1. The number of courses the student takes this semester: _________(A)2. The student's height: _________(B)3. The student's (exact) body temperature: _________(C)4. The number of siblings the student has: _________(D)5. The (exact) time the student spends doing school work during a week: _________(E)6. The number of alcoholic beverages that the student drinks in a typical week: _________(F),29,F,"{'one': 'Discrete', 'two': 'Continuous'}",Discrete
_u4_probability,_m4_sampling_distributions,"In the simulation, the standard deviation for the population is 500 grams. The standard deviation of sample means is _________(A) 500 grams.",30,A,"{'one': 'larger than', 'two': 'smaller than', 'three': 'about the same as'}",smaller than
_u4_probability,_m4_sampling_distributions,The mean of the sampling distribution of sample of means is _________(A) and the standard deviation is _________(B).,31,A,"{'one': '$52,000', 'two': '$54,000'}","$54,000"
_u4_probability,_m4_sampling_distributions,The mean of the sampling distribution of sample of means is _________(A) and the standard deviation is _________(B).,31,B,"{'one': '625', 'two': '5,000'}",625
_u4_probability,_m4_sampling_distributions,"Compared to small samples, large samples have _________(A) variability.",32,A,"{'one': 'less', 'two': 'more', 'three': 'about the same'}",less
_u4_probability,x-oli-inline-assessment,"Probability is a measure of how likely an event is to occur. Choose the probability that best matches each of the following statements: (a) This event is impossible: _________(A)(b) This event will occur more often than not, but is not extremely likely: _________(B)(c) This event is extremely unlikely, but it will occur once in a while in a long sequence of trials: _________(C)(d) This event will occur for sure: _________(D)",33,A,"{'one': '0', 'two': '0.01', 'three': '0.30', 'four': '0.60', 'five': '0.99', 'six': '1'}",0
_u4_probability,x-oli-inline-assessment,"Probability is a measure of how likely an event is to occur. Choose the probability that best matches each of the following statements: (a) This event is impossible: _________(A)(b) This event will occur more often than not, but is not extremely likely: _________(B)(c) This event is extremely unlikely, but it will occur once in a while in a long sequence of trials: _________(C)(d) This event will occur for sure: _________(D)",33,B,"{'one': '0', 'two': '0.01', 'three': '0.30', 'four': '0.60', 'five': '0.99', 'six': '1'}",0.60
_u4_probability,x-oli-inline-assessment,"Probability is a measure of how likely an event is to occur. Choose the probability that best matches each of the following statements: (a) This event is impossible: _________(A)(b) This event will occur more often than not, but is not extremely likely: _________(B)(c) This event is extremely unlikely, but it will occur once in a while in a long sequence of trials: _________(C)(d) This event will occur for sure: _________(D)",33,C,"{'one': '0', 'two': '0.01', 'three': '0.30', 'four': '0.60', 'five': '0.99', 'six': '1'}",0.01
_u4_probability,x-oli-inline-assessment,"Probability is a measure of how likely an event is to occur. Choose the probability that best matches each of the following statements: (a) This event is impossible: _________(A)(b) This event will occur more often than not, but is not extremely likely: _________(B)(c) This event is extremely unlikely, but it will occur once in a while in a long sequence of trials: _________(C)(d) This event will occur for sure: _________(D)",33,D,"{'one': '0', 'two': '0.01', 'three': '0.30', 'four': '0.60', 'five': '0.99', 'six': '1'}",1
_u4_probability,x-oli-inline-assessment,"P(H) is _________(A), therefore the coin is _________(B).",34,A,"{'res1': '0.5', 'res2': 'not close to 0.5'}",not close to 0.5
_u4_probability,x-oli-inline-assessment,"P(H) is _________(A), therefore the coin is _________(B).",34,B,"{'res1': 'fair', 'res2': 'not fair'}",not fair
_u5_inference,_m1_inference_one_variable,What is the point estimate for the proportion of all female college students who exercise on a regular basis? (Numbers are rounded to two decimal places as needed.) _________(A),35,A,"{'one': '0.32', 'two': '0.67', 'three': '0.69', 'four': '0.48'}",0.69
_u5_inference,_m1_inference_one_variable,What is the point estimate for the proportion of all college students who exercise on a regular basis? (Numbers are rounded to two decimal places as needed.) _________(A),36,A,"{'one': '0.67', 'two': '0.70', 'three': '0.32', 'four': '0.69'}",0.69
_u5_inference,_m1_inference_one_variable,false,37,typeIError,"{'dropAreaA': 'dropAreaA', 'dropAreaB': 'dropAreaB', 'dropAreaC': 'dropAreaC', 'dropAreaD': 'dropAreaD'}",dropAreaA
_u5_inference,_m1_inference_one_variable,false,37,typeIIError,"{'dropAreaA': 'dropAreaA', 'dropAreaB': 'dropAreaB', 'dropAreaC': 'dropAreaC', 'dropAreaD': 'dropAreaD'}",dropAreaD
_u5_inference,_m1_inference_one_variable,false,37,correctDecision1,"{'dropAreaA': 'dropAreaA', 'dropAreaB': 'dropAreaB', 'dropAreaC': 'dropAreaC', 'dropAreaD': 'dropAreaD'}",dropAreaC
_u5_inference,_m1_inference_one_variable,false,37,correctDecision2,"{'dropAreaA': 'dropAreaA', 'dropAreaB': 'dropAreaB', 'dropAreaC': 'dropAreaC', 'dropAreaD': 'dropAreaD'}",dropAreaC
_u5_inference,_m1_inference_one_variable,false,37,dropAreaA,"{'typeIError': 'typeIError', 'typeIIError': 'typeIIError', 'correctDecision1': 'correctDecision1', 'correctDecision2': 'correctDecision2'}",typeIError
_u5_inference,_m1_inference_one_variable,false,37,dropAreaB,"{'typeIError': 'typeIError', 'typeIIError': 'typeIIError', 'correctDecision1': 'correctDecision1', 'correctDecision2': 'correctDecision2'}",correctDecision2
_u5_inference,_m1_inference_one_variable,false,37,dropAreaC,"{'typeIError': 'typeIError', 'typeIIError': 'typeIIError', 'correctDecision1': 'correctDecision1', 'correctDecision2': 'correctDecision2'}",correctDecision2
_u5_inference,_m1_inference_one_variable,false,37,dropAreaD,"{'typeIError': 'typeIError', 'typeIIError': 'typeIIError', 'correctDecision1': 'correctDecision1', 'correctDecision2': 'correctDecision2'}",typeIIError
_u5_inference,_m1_inference_one_variable,A researcher looks at the mean salaries of male and female electricians and decides based on the evidence that there is no difference between the two groups. The researcher could have made a _________(A) in drawing this conclusion.,38,A,"{'one': 'type I error', 'two': 'type II error'}",type II error
_u5_inference,_m1_inference_one_variable,What type of error could the researchers have made? _________(A),39,A,"{'one': 'Type I', 'two': 'Type II', 'three': 'Impossible to tell'}",Impossible to tell
_u5_inference,_m1_inference_one_variable,"Given this conclusion, which type of error is a possibility? _________(B)",40,B,"{'one': 'Type I', 'two': 'Type II', 'three': 'Impossible to tell'}",Impossible to tell
_u5_inference,_m1_inference_one_variable,1) A poll of students at your college asks each student to give an estimate of the number of military causalities that have occurred since the United States invaded Iraq in March of 2003. _________(A),41,A,"{'quantitative': 'quantitative', 'categorical': 'categorical'}",quantitative
_u5_inference,_m1_inference_one_variable,Fill in the blanks to formulate a question that fits the scenario: Is p for California _________(A) or is it _________(B) the national number?,42,A,"{'A': '23', 'B': '0.23', 'C': '210', 'D': '0.210'}",0.23
_u5_inference,_m1_inference_one_variable,Fill in the blanks to formulate a question that fits the scenario: Is p for California _________(A) or is it _________(B) the national number?,42,B,"{'A': 'larger than', 'B': 'not equal to', 'C': 'smaller than'}",smaller than
_u5_inference,_m1_inference_one_variable,Which of the following p-values will give the strongest evidence against H 0?p-value = _________(A),43,A,"{'one': '0.31', 'two': '0.14', 'three': '0.02'}",0.02
_u5_inference,_m1_inference_one_variable,"If we are testing an alternative hypothesis of H a: p ≠ p0, which of the following test statistics will give the smallest p-value?z = _________(B)",44,B,"{'one': '−0.5', 'two': '1.1', 'three': '−2'}",−2
_u5_inference,_m1_inference_one_variable,"Let's return to the scenario where we are studying the population of part-time college students. We know that in 2008, 60% of this population was female. We are curious if the proportion has decreased this year. We test the hypotheses: H 0: p = 0.60 and Ha: p < 0.60, where p is the proportion of part-time college students that are female this year.Which of the following p-hat values will give the smallest p-value? p-hat = _________(C)",45,C,"{'one': '14/25 = 0.56', 'two': '12/25 = 0.48', 'three': '10/25 = 0.40'}",10/25 = 0.40
