Unit,Module,Filename,Question,Explanation
_u14_nervous,x-oli-inline-assessment,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-inline-assessment/spinal_plexus_sc.xml,What could be a functional significance of having spinal plexuses?,"Damage to a single spinal nerve is less likely to result in complete loss of some critical motor functions, such as the phrenic nerve that goes to the diaphragm for breathing, or others innervating the upper and lower limbs. These peripheral body parts would still be able to send sensory and receive motor control through the spinal cord via alternate spinal nerves superior or inferior to the damage. If, however, the spinal cord itself was damaged, the plexus would not be able to compensate."
_u14_nervous,x-oli-inline-assessment,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-inline-assessment/spinal_structures_sc1.xml,Spinal nerves differ from cranial nerves in number of pairs and origin (brain versus spinal cord). What would be a functional difference between them?,"Cranial nerves can be sensory only, motor primarily or mixed nerves with both sensory and motor. All spinal nerves are mixed with both sensory and motor components because they form from the fusion of the posterior and anterior spinal roots."
_u14_nervous,x-oli-inline-assessment,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-inline-assessment/spinal_structures_sc1.xml,Would a spinal nerve have afferent or efferent transmission or both? Explain your reasoning.,"The posterior root has afferent (sensory) transmission and anterior root has efferent (motor) transmission. Since spinal nerves are formed by fusion of these posterior and anterior spinal rootlets, they would have both transmissions within that mixed nerve."
_u14_nervous,x-oli-inline-assessment,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-inline-assessment/synapses_sc.xml,"Although the chemical synapse is “slower” than electrical synapse, most neurons use chemical synapses, which involve about a millionth of a second. What is the advantage of a chemical synapse?","The chemicals (neurotransmitters) released at the chemical synapse can be both excitatory and inhibitory and their quantity can vary, allowing integration of information from multiple presynaptic neurons. In contrast, electrical synapses allow only quick propagation of the existing action potential for a simultaneous response among multiple cells."
_u14_nervous,x-oli-inline-assessment,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-inline-assessment/synapses_sc2.xml,Is the entry of calcium into the presynaptic axon terminus an active or passive process? Explain.,It is a passive process (diffusion). Calcium concentration is higher in the interstitial spaces around the neuron.
_u14_nervous,x-oli-inline-assessment,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-inline-assessment/synapses_sc3.xml,Why should opening of a K+ channel cause hyperpolarization?,"Due to concentration gradient of the ion, K + diffuses out of the cell and hyperpolarizes the cell membrane."
_u14_nervous,x-oli-inline-assessment,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-inline-assessment/synapses_sc4.xml,"Although the chemical synapse is “slower” than electrical synapse, most neurons use chemical synapses, which involve about a millionth of a second. What is the advantage of a chemical synapse?","The chemicals (neurotransmitters) released at the chemical synapse can be both excitatory and inhibitory and their quantity can vary, allowing integration of information from multiple presynaptic neurons. In contrast, electrical synapses allow only quick propagation of the existing action potential for a simultaneous response among multiple cells."
_u15_review_synthesis,x-oli-inline-assessment,/Users/pawan/Documents/Project/a_and_p/content//_u15_review_synthesis/x-oli-inline-assessment/ident_examp_sf_across_LBD2.xml,Why are the muscles oriented in different directions? _________(q1_sc),"No matter how the bladder distends - up, down or radially outward – the smooth muscles will always be able to sense the dilation."
_u15_review_synthesis,x-oli-inline-assessment,/Users/pawan/Documents/Project/a_and_p/content//_u15_review_synthesis/x-oli-inline-assessment/ident_size_scale_integration_LBD1a.xml,Submit and compare: What other organs produce electrical stimulation? _________(q1_sc),"Some smooth muscle cells in blood vessels can transform stretch into electricity. Bone signals communicate with one another through calcium flux. However, the electrical stimulation in the brain is the best example of a bioelectrical signal."
_u15_review_synthesis,x-oli-inline-assessment,/Users/pawan/Documents/Project/a_and_p/content//_u15_review_synthesis/x-oli-inline-assessment/review_intro_DIGT.xml,"When considering human anatomy and physiology, we discussed each organ system discretely. Why is it insufficient to only study discrete systems and functions of the body? _________(review_DIGT-sc)",The body is more than the sum of it’s parts. It needs to maintain balance throughout the network of systems to perform even the most basic vital function.
_u1_motivation_introduction,_u1_m1_introduction,/Users/pawan/Documents/Project/a_and_p/content//_u1_motivation_introduction/_u1_m1_introduction/x-oli-inline-assessment/_u1_m1_vital_function_inline01.xml,Think about your own body and its many functions. Which functions are essential? What functions does your body need to perform each day in order to survive?,"Your body performs many unique and interconnected functions that contribute to at least one of the following: 1. Exchanging material with the environment; 2. Transporting fluids and materials within the body; 3. Structure, support and movement; and 4. Regulating and controlling processes.None"
_u2_levels_of_org,x-oli-inline-assessment,/Users/pawan/Documents/Project/a_and_p/content//_u2_levels_of_org/x-oli-inline-assessment/aminoacid_response.xml,One of the amino acids has no enantiomers.What would the fourth group on the alpha-carbon have to be to create this situation?,"All amino acids have a hydrogen atom, a carboxyl and an amino group attached to the central alpha-carbon. If the fourth group (side chain) on the alpha carbon is also a hydrogen, a carboxyl or an amino group, the amino acid will have no enantiomers. In nature, glycine has two hydrogen atoms and is achiral (not chiral)."
_u2_levels_of_org,x-oli-inline-assessment,/Users/pawan/Documents/Project/a_and_p/content//_u2_levels_of_org/x-oli-inline-assessment/backbone_response.xml,Can you identify two processes in the formation of the RNA and DNA backbones that illustrate bioselectivity?,In both processes the 5’OH is linked to the 3’ phosphate.
_u2_levels_of_org,x-oli-inline-assessment,/Users/pawan/Documents/Project/a_and_p/content//_u2_levels_of_org/x-oli-inline-assessment/bonding_patterns_response.xml,"As you find the correct pairings that maximize the number of hydrogen bonds within pairs, what else do you notice about the structure of the correct pairs?",
_u2_levels_of_org,x-oli-inline-assessment,/Users/pawan/Documents/Project/a_and_p/content//_u2_levels_of_org/x-oli-inline-assessment/bonding_response.xml,How would you explain what happens to a salt crystal that remains in a nonpolar solvent or a protein that finds itself buried in a sea of lipids?,"The salt crystal won’t dissolve because the nonpolar solvent cannot interact favorably with the individual ions. A water soluble protein, if found in a sea of lipids, is likely to unfold, because the nonpolar residues that are in the core of the protein are no longer driven to the core by the hydrophobic effect; they are “solvated” by the nonpolar part of the membrane."
_u2_levels_of_org,x-oli-inline-assessment,/Users/pawan/Documents/Project/a_and_p/content//_u2_levels_of_org/x-oli-inline-assessment/condensation_response.xml,"Upon formation of the hemiacetal on the right, can you identify the new chiral (asymmetric) center? What does this mean in terms of the number of possible structures that can result from the formation of the hemiacetal?",Carbon 1 becomes chiral; there are two possible structures – alpha and beta.
_u2_levels_of_org,x-oli-inline-assessment,/Users/pawan/Documents/Project/a_and_p/content//_u2_levels_of_org/x-oli-inline-assessment/doublehelix_response.xml,"By close examination of the figures and manipulation of the model, which atoms on the base pairs would be accessible in the major groove of B-DNA?","In a G-C base pair the keto oxygen on the G and the NH2 group on the C would be accessible. In the A-T basepair, the NH2 group on A and the one of the keto oxygen on T would be accessible."
_u2_levels_of_org,x-oli-inline-assessment,/Users/pawan/Documents/Project/a_and_p/content//_u2_levels_of_org/x-oli-inline-assessment/inline_m1_prophase_LBD.xml,Explain what happens to the cell during the prophase of cell division.,"The membrane around the nucleus disintegrates. DNA condenses into chromosomes, then splits into double-stranded chromatids.None"
_u2_levels_of_org,x-oli-inline-assessment,/Users/pawan/Documents/Project/a_and_p/content//_u2_levels_of_org/x-oli-inline-assessment/introCarbs2_response.xml,How much energy is stored in 1 gram of glucose? (The molecular mass of glucose is 180 g/mol.),
_u2_levels_of_org,x-oli-inline-assessment,/Users/pawan/Documents/Project/a_and_p/content//_u2_levels_of_org/x-oli-inline-assessment/introCarbs_response.xml,"If the only bonds broken during glucose oxidation were the carbon-carbon bonds, how much energy on average is contained in each mole of those carbon-carbon bonds?",
_u2_levels_of_org,x-oli-inline-assessment,/Users/pawan/Documents/Project/a_and_p/content//_u2_levels_of_org/x-oli-inline-assessment/posttranscription_response.xml,"If cytoplasmic mRNA from a eukaryote were allowed to form a hydrogen-bonded RNA-DNA hybrid structure with the melted chromosome from the same organism, would it be possible to identify the introns? On which strand would you expect to see loops of single stranded nucleotides?","Yes, the introns would still be present in the DNA, forming single-stranded DNA loops."
_u2_levels_of_org,x-oli-inline-assessment,/Users/pawan/Documents/Project/a_and_p/content//_u2_levels_of_org/x-oli-inline-assessment/water_1.xml,The polar character of water that results in its ability to form extensive hydrogen bonding networks gives rise to several properties of water that are important to sustaining life. The following is a list of a few of these properties. Explain why each of these properties is important to sustaining life.1. Water has a high surface tension.2. Ice is less dense than water.3. High heat is required for vaporization of water (a large amount of heat is required to convert liquid water to a gas).4. Water has a high specific heat capacity (a large amount of heat is required to raise the temperature of one gram of water one degree Celsius).5. Water has a high dielectric constant (a measure of the polarity of the polar covalent bond).,
_u2_levels_of_org,x-oli-inline-assessment,/Users/pawan/Documents/Project/a_and_p/content//_u2_levels_of_org/x-oli-inline-assessment/water_hydrophobic_sc_digt.xml,Describe why oil and water don’t mix.,Oil is hydrophobic and forms a separate phase than water.None
_u3_homeostasis,_u3_m1_feedback,/Users/pawan/Documents/Project/a_and_p/content//_u3_homeostasis/_u3_m1_feedback/x-oli-inline-assessment/_u3_compare_pos_neg_sc.xml,What is similar and different about a feedback loop or feedback cycle when describing a physiological process in the body?,"They both maintain a variable in the body within a range to create a stable internal environment for proper function. A feedback loop involves clearly identified receptor, control center and effector to maintain the variable, while it may not be easy to identify all the components in a feedback cycle. Sometimes the same structure may include the receptor and the control center so there is no communication for that part of the loop, but the level of a variable is still regulated."
_u3_homeostasis,_u3_m1_feedback,/Users/pawan/Documents/Project/a_and_p/content//_u3_homeostasis/_u3_m1_feedback/x-oli-inline-assessment/_u3_define_digt.xml,Describe how each of the following levels of organization contribute to homeostasis of cellular ATP levels during exercise.Cellular:,"Although there are many correct answers, one example would be that chemical reactions that regulate the amount of ATP within the cell. Certain enzymes in the enzymatic pathway for making ATP will be inhibited when ATP levels are high (called feedback inhibition), while these same enzymes will not be inhibited when ATP is low. Exercise stimulates a use in ATP and a de-inhibition of these enzymes in order to maintain ATP levels within the cell.None"
_u3_homeostasis,_u3_m1_feedback,/Users/pawan/Documents/Project/a_and_p/content//_u3_homeostasis/_u3_m1_feedback/x-oli-inline-assessment/_u3_define_digt.xml,Organ (in this case a whole muscle):,"One way that a whole muscle can maintain ATP levels during exercise is to affect the amount of blood flow to the organ. Local tissues/organs are important regulators of flow to themselves, releasing chemicals that constrict or dilate the blood vessels that feed the organs. In the case of exercise, blood flow to muscles can increase significantly, providing the oxygen and glucose necessary for ATP production. None"
_u3_homeostasis,_u3_m1_feedback,/Users/pawan/Documents/Project/a_and_p/content//_u3_homeostasis/_u3_m1_feedback/x-oli-inline-assessment/_u3_define_digt.xml,Organ Systems:,"In order to maintain ATP levels in the muscles during exercise, the muscles need to obtain an increased level of blood flow. The muscles themselves contribute by dilating the blood vessels that feed them, but this must be matched by an increase in cardiac output from the heart. Therefore the heart increased cardiac output, often from a resting state near 5 liters/min to a value near 15 L/min.None"
_u3_homeostasis,_u3_m1_feedback,/Users/pawan/Documents/Project/a_and_p/content//_u3_homeostasis/_u3_m1_feedback/x-oli-inline-assessment/_u3_define_digt2.xml,Describe how each of the following levels of organization contribute to homeostasis of cellular ATP levels during exercise. Cellular:,"Although there are many correct answers, one example would be that chemical reactions that regulate the amount of ATP within the cell. Certain enzymes in the enzymatic pathway for making ATP will be inhibited when ATP levels are high (called feedback inhibition), while these same enzymes will not be inhibited when ATP is low. Exercise stimulates a use in ATP and a de-inhibition of these enzymes in order to maintain ATP levels within the cell."
_u3_homeostasis,_u3_m1_feedback,/Users/pawan/Documents/Project/a_and_p/content//_u3_homeostasis/_u3_m1_feedback/x-oli-inline-assessment/_u3_define_digt2.xml,None
_u3_homeostasis,_u3_m1_feedback,/Users/pawan/Documents/Project/a_and_p/content//_u3_homeostasis/_u3_m1_feedback/x-oli-inline-assessment/_u3_m1_homestasis-posneg2.xml,Why is the process described in the above activity a negative feedback loop? Explain using the terms stimulus and set point.,"This is an example of a negative feedback loop because the body is maintaining a set level of oxygen in the bloodstream. As the muscles use the available blood oxygen (stimulus), the body works to replace this oxygen by breathing in more oxygen (increased intake) and transporting it more quickly throughout the entire body (quickened heartbeat). This system is inherently stable because when you modify your exercise, your body modifies its responses to maintain a set level of oxygen available to all tissues in the body."
_u3_homeostasis,_u3_m1_feedback,/Users/pawan/Documents/Project/a_and_p/content//_u3_homeostasis/_u3_m1_feedback/x-oli-inline-assessment/_u3_m1_lactation2.xml,Why shouldn't nursing mothers take birth control pills containing progesterone before the lactation cycle is well established?,
_u3_homeostasis,_u3_m3_integration,/Users/pawan/Documents/Project/a_and_p/content//_u3_homeostasis/_u3_m3_integration/x-oli-inline-assessment/_u3_m3_blood_glucose.xml,The liver and pancreas are part of both the endocrine system and the digestive system. What is the utility of having integrated digestion and regulation?,Both the liver and pancreas can sense and help process nutrients to maintain glucose homeostasis. This allows closer regulation.
_u5_skeletal,x-oli-inline-assessment,/Users/pawan/Documents/Project/a_and_p/content//_u5_skeletal/x-oli-inline-assessment/_u5_concrete_inline.xml,"Consider a concrete block used for construction. Why isn't the block completely filled, like a brick?",The hollow interior reduces the weight while retaining the structural integrity.None
_u5_skeletal,x-oli-inline-assessment,/Users/pawan/Documents/Project/a_and_p/content//_u5_skeletal/x-oli-inline-assessment/_u5_levels_fracture_inline.xml,"Why is it important for a broken bone to be “set” after a fracture, such that the surfaces at the fracture abut one another?","When a fracture heals, the cells that contribute to repair fill in between the broken surfaces. If the gap is too large, the cells cannot fill in the space, and if the bones are out of alignment, the bone can heal “crooked”. Making sure the surfaces are together and the bones aligned contributes to normal healing.None"
_u5_skeletal,x-oli-inline-assessment,/Users/pawan/Documents/Project/a_and_p/content//_u5_skeletal/x-oli-inline-assessment/_u5_levels_scurvy_inline.xml,"Scurvy results from a deficiency in vitamin C, which is required for the production of collagen. Individuals with scurvy often lose their teeth. Why?","Teeth are synarthrosis articulations. This type of articulation, and bones in general, are weakened when insufficient amounts of collagen are produced.None"
_u5_skeletal,x-oli-inline-assessment,/Users/pawan/Documents/Project/a_and_p/content//_u5_skeletal/x-oli-inline-assessment/skeletal_homeo_disorders_SC.xml,Explain how a lack of Vitamin D effects children and adults differently.,"A vitamin D deficiency is going to cause an decrease in calcium absorption. In children the bones are still being ossified. The cartilage template is not strong enough to bear the child’s weight without being ossified properly. The results is rickets in children and includes symptoms such as bowed legs. In adults the cartilage template has already been ossified, so osteomalacia will not occur in the form of rickets. However, adult bones are constantly being remodeled and if there is a lack of calcium the bones can become brittle and painful.None"
_u5_skeletal,x-oli-inline-assessment,/Users/pawan/Documents/Project/a_and_p/content//_u5_skeletal/x-oli-inline-assessment/skeletal_levels_SC.xml,Explain in your own words how the different levels of structural hierarchy work together to give bones their structure and ability to store minerals.,"On a Nonechemical level minerals such as calcium and phosphate form crystals that are able to resist compression of the bones. However, by themselves, these minerals can make the bones brittle. These crystals can be embedded within the macromolecules, mainly collagen, which add flexibility to the bone. The cellular level of bone includes osteoblasts, osteoclasts and osteocytes, which build bone, resorb bone and sense forces, respectively. Together the minerals, macromolecules and cells for a tissue that provides structural integrity, responds to its surroundings, and stores minerals."
_u5_skeletal,x-oli-inline-assessment,/Users/pawan/Documents/Project/a_and_p/content//_u5_skeletal/x-oli-inline-assessment/skeletal_levels_fracture_lbd.xml,Describe how a fracture affects several layers of skeletal organization.,The fracture is a physical break that disrupts the mineral matrix which affects the submicron scale of the lamellae. On a micron scale the lamellae form osteons which have a central canal that the blood vessels pass through. When the bone fractures the blood vessels break also. With a lack of blood bone cells begin to die which effects the bone structure. A fracture weakens the macroscale structure of the bone and if it heals improperly can change the ability of the bone to do its function.None
_u6_muscular,_u6_m1_intro,/Users/pawan/Documents/Project/a_and_p/content//_u6_muscular/_u6_m1_intro/x-oli-inline-assessment/muscle_dysfunction.xml,Why is the muscular system subject to degenerative disorders?,"Repeated, high-stress movements of the musculature that are weakened from genetic-based structural defects can cause cellular and tissue degradation over time.None"
_u6_muscular,_u6_m2_muscle_tiss_funct,/Users/pawan/Documents/Project/a_and_p/content//_u6_muscular/_u6_m2_muscle_tiss_funct/x-oli-inline-assessment/_u5_isometric_sc.xml,Using the terms isometric and isotonic contractions explain why this observation is correct.,A concentric isotonic contraction is required to lift a glass. The bicep will shorten as the glass is lifted. Cross-bridges are formed and will be released as you set the glass back down. In order to hold a glass of water at arm’s length for one minute you are using an isometric contraction. You are attempting to maintain stability at your shoulder and elbow joints in a position that is not “resting” for an extended time. None
_u6_muscular,_u6_m2_muscle_tiss_funct,/Users/pawan/Documents/Project/a_and_p/content//_u6_muscular/_u6_m2_muscle_tiss_funct/x-oli-inline-assessment/bloodtest_dysfunction.xml,How can a blood test help diagnose the cause of muscle dysfunction?,"Measuring levels of free ions (calcium, sodium and potassium) in the blood may suggest why muscle is malfunctioning. However, the cause of the ion imbalance is most likely other aspects of whole-body homeostasis, including issues with the kidneys, skeletal system or digestive system.None"
_u6_muscular,_u6_m3_muscle_lvl_org,/Users/pawan/Documents/Project/a_and_p/content//_u6_muscular/_u6_m3_muscle_lvl_org/x-oli-inline-assessment/_u5_generate_ATP_sc.xml,Explain the difference between a muscle twitch and a muscle spasm.,A muscle spasm is a result of an entire muscle or muscle group contracting involuntarily. A muscle twitch is produced by the stimulation of a muscle fiber and does not produce a significant amount of muscle contractions. You would need multiple involuntary “muscle twitches” to create a muscle spasm.None
_u6_muscular,_u6_m3_muscle_lvl_org,/Users/pawan/Documents/Project/a_and_p/content//_u6_muscular/_u6_m3_muscle_lvl_org/x-oli-inline-assessment/_u5_m3_forearm_fibers.xml,What would you expect to be the primary difference between the muscle fiber types in the forearms (which are responsible for most of the tension generated in the fingers) of a rock climber or a pianist?,"Rock climbers need sustained energy to hold onto rocks and climb, so they would need more oxidative muscle fibers. Pianists have fast movements which do not sustain much force, which is more characteristic of glycolytic muscle.None"
_u6_muscular,_u6_m4_homeostasis,/Users/pawan/Documents/Project/a_and_p/content//_u6_muscular/_u6_m4_homeostasis/x-oli-inline-assessment/_u5_homeostasis_lbd.xml,Explain in your own words why the equation for aerobic cellular metabolism C 6 H 12 O 6 + 6O 2 yields 6CO 2 + 6H 2 O + ATP + heat includes both ATP and heat as a product.,"This is because no conversion of energy is ever 100% efficient, so not all of the energy in the glucose becomes ATP. The excess energy is released as the by product of heat. So, the heat generated from aerobic cellular metabolism becomes part of your body's temperature homeostasis, and can be increased from shivering when your body is trying to make heat to warm up.None"
_u6_muscular,x-oli-inline-assessment,/Users/pawan/Documents/Project/a_and_p/content//_u6_muscular/x-oli-inline-assessment/_u5_m3_rig-mort_SC_DIGT.xml,How can medical examiners determine time of death based on the state of rigor mortis?,"Full rigor sets in after ATP is used up, and lasts a few hours to days. After that time, proteins degrade and the rigor-induced stiffness is lost (post-rigor). The amount of time a body is in pre-rigor, rigor, and post-rigor depends on body type and environmental conditions.None"
_u7_integumentary,_m2_Levels_Org,/Users/pawan/Documents/Project/a_and_p/content//_u7_integumentary/_m2_Levels_Org/x-oli-inline-assessment/eczema_SC.xml,Some studies report that children who are raised in “overly clean” homes are more likely to develop eczema. What might explain this? Submit your answer and compare it with the answer given.,It is theorized that if the Langerhans cells don’t experience regular contact with antigens during early childhood development they then will be more likely to become overactive and begin to attack the body’s own cells.None
_u7_integumentary,_m2_Levels_Org,/Users/pawan/Documents/Project/a_and_p/content//_u7_integumentary/_m2_Levels_Org/x-oli-inline-assessment/thick_skin_SC.xml,What is the advantage of not having oil on regions of thick skin including the hands? Submit your answer and compare it with the answer given.,"Areas on the body that have thick skin require traction that would be prevented by oil, such as the hand gripping something."
_u8_digestion,x-oli-inline-assessment,/Users/pawan/Documents/Project/a_and_p/content//_u8_digestion/x-oli-inline-assessment/HCI_cells2_la.xml,What is the major difference between digestive system cells producing enzymes and those producing hormones?,"Those producing enzymes secrete them into a duct that leads to the lumen of the gastrointestinal tract as exocrine secretions. Those producing hormones secrete them into the blood capillary as endocrine secretions and the blood carries them to a cell with a receptor for that specific hormone. Both are involved in the digestive process: enzymes as catalysts for digestion in the lumen before absorption; hormones for regulation and coordination of the various digestive system processes, including enzyme production/release and smooth muscle movement."
_u8_digestion,x-oli-inline-assessment,/Users/pawan/Documents/Project/a_and_p/content//_u8_digestion/x-oli-inline-assessment/deficate_reflex_sc.xml,"Sphincters can be either smooth muscle or skeletal muscle, and some parts of the GI tract may have both types in same region. What is the major difference between these two?",
_u8_digestion,x-oli-inline-assessment,/Users/pawan/Documents/Project/a_and_p/content//_u8_digestion/x-oli-inline-assessment/digest_gastric_secretion_sc.xml,"The basal antiporter has receptors for gastrin, histamine and acetylcholine, working together. By blocking histamine, the H2-blocker drug will prevent the movement of which ion to limit the production of hydrochloric acid in the stomach?","Chloride ions will be prevented from entering the basal side in exchange for bicarbonate ions. If chloride doesn’t diffuse into the lumen, there will be less acid produced."
_u8_digestion,x-oli-inline-assessment,/Users/pawan/Documents/Project/a_and_p/content//_u8_digestion/x-oli-inline-assessment/digest_gastric_secretion_sc.xml,"The proton-pump inhibitors block an apical pump, also resulting in reduced amount of stomach acid. Which ions are the “protons” that are being prevented from exchange?","Both potassium and hydrogen are protons (positive ions). Without the exchange, there will be fewer hydrogen ions moved into the lumen to produce hydrochloric acid."
_u8_digestion,x-oli-inline-assessment,/Users/pawan/Documents/Project/a_and_p/content//_u8_digestion/x-oli-inline-assessment/food_structures_sc.xml,"Some children are born with a birth defect called a cleft palate where the maxilla and palatine bone sutures don’t fuse properly. Why would this defect often cause trouble eating, frequent middle ear infections, and, if not corrected as a child, affect speech?","Because of the gap in the hard palate, there is a connection between the nasal cavity and mouth. Swallowed milk can pass out the nasal cavity, rather than down the oropharynx, laryngopharynx and esophagus. Air can enter the nasal cavity from the mouth, resonating and creating a nasal sound when trying to speak. The Eustachian tube from the middle ear opening in the nasopharynx would not normally be exposed to food and liquid swallowed, but with cleft palate this is more likely to happen."
_u8_digestion,x-oli-inline-assessment,/Users/pawan/Documents/Project/a_and_p/content//_u8_digestion/x-oli-inline-assessment/pancreas_structures_sc.xml,"Why is no storage structure (similar to the gall bladder for the liver’s bile), needed for the pancreas and its pancreatic juice between meals?","While the liver increases it production of bile when stimulated by hormones, the liver also produces some bile all the time as a part of its other metabolic functions, including destruction of red blood cells and removal of wastes such as biliverden and bilirubin. The gall bladder stores that bile in-between meals, with hormones controlling the timing of its release into the small intestine. The pancreas is controlled by the parasympathetic nervous system and hormones to produce pancreatic juice only as stimulated by steps in the digestive process. This allows the fine-tuning of the amount of the different enzymes and bicarbonate produced to match the predominant composition of the chyme."
_u8_digestion,x-oli-inline-assessment,/Users/pawan/Documents/Project/a_and_p/content//_u8_digestion/x-oli-inline-assessment/protein_enzy_sc.xml,Why would the digestive system protein enzymes be produced in an inactive form and only activated by pH or another enzyme once it is secreted into the digestive tract lumen?,"If they were produced inside the cells and tissues in an active form, they could begin to digest the cell and tissue structures of the organism before they are secreted into the digestive tract."
_u8_digestion,x-oli-inline-assessment,/Users/pawan/Documents/Project/a_and_p/content//_u8_digestion/x-oli-inline-assessment/smintest_regions_sc.xml,Why would the last section of the small intestine (ilium) have greatest concentration of lymphatic tissue for immune response to bacteria?,Bacteria live in the large intestine and could enter the ilium through the ileocecal sphincter. The chyme entering the duodenum has just come from the acidic environment of the stomach which will kill most bacteria.
_u9_cardio,_u9_m2_structures,/Users/pawan/Documents/Project/a_and_p/content//_u9_cardio/_u9_m2_structures/x-oli-inline-assessment/contrast_systemic_pulmonary_vasculature_LBD2-w.xml,"In most instances, if the main artery delivering blood to tissue is occluded, the tissue will die. If, however, the draining vein is occluded, blood can still return to the heart. How can this be? _________(lbd2-w)","There are typically more venous pathways returning blood to the heart from a tissue than there are arteries delivering the blood. This provides alternate routes for the blood during occlusion or removal of the veins. For example, people with varicose veins in their legs commonly have the affected, superficial veins removed. This can be done because deep veins are still available to return blood from the feet and lower legs."
_u9_cardio,_u9_m2_structures,/Users/pawan/Documents/Project/a_and_p/content//_u9_cardio/_u9_m2_structures/x-oli-inline-assessment/contrast_systemic_pulmonary_vasculature_LBD2-x.xml,How does the blood in the pulmonary artery compare to blood in the systemic arteries? _________(lbd2-x),
_u9_cardio,_u9_m2_structures,/Users/pawan/Documents/Project/a_and_p/content//_u9_cardio/_u9_m2_structures/x-oli-inline-assessment/define_relate_BP_and_MAP_DIGT2-14-23-b.xml,"The reason that sound can be heard from a partially occluded artery during the measurement of blood pressure is because the change in blood vessel geometry causes the blood flow to convert from laminar, where all the fluid flows in a straight line along the length of the vessel, to turbulent, where flow can occur in a randomized fashion (like water flowing through rapids in a river). In what way would this turbulent flow lead to the generation of sound waves?_________(DIGT2-14-23-b)","The turbulent flow causes some of the blood to “bump” into the walls of artery, displacing them slightly. This displacement is carried through the tissues as a sound wave."
_u9_cardio,_u9_m2_structures,/Users/pawan/Documents/Project/a_and_p/content//_u9_cardio/_u9_m2_structures/x-oli-inline-assessment/define_relate_BP_and_MAP_LBD2-h.xml,What does blood pressure represent? _________(LBD2-h-SC),"The force that the blood exerts on the walls of the vasculature, or the walls of the chambers of the heart."
_u9_cardio,_u9_m2_structures,/Users/pawan/Documents/Project/a_and_p/content//_u9_cardio/_u9_m2_structures/x-oli-inline-assessment/define_relate_BP_and_MAP_LBD2-j.xml,"During exercise, cardiac output (CO) might increase three-fold. Would you expect the mean arterial pressure (MAP) to also increase three-fold? _________(lbd2-j)","No. During strenuous exercise blood pressure may only increase slightly, if at all. This is because the large increase in cardiac output (CO) is offset by a large decrease in peripheral vascular resistance during exertion."
_u9_cardio,_u9_m2_structures,/Users/pawan/Documents/Project/a_and_p/content//_u9_cardio/_u9_m2_structures/x-oli-inline-assessment/define_relate_BP_and_MAP_LBD2-l.xml,"A single kidney is estimated to have approximately 500,000 afferent arterioles, meaning that approximately 0.001 ml of blood flows through each of these arterioles per minute. The pressure change (drop) across the afferent arteriole is typically 15 mmHg. How would you calculate the resistance of a single afferent arteriole? _________(lbd2-l)","The resistance is given by the pressure drop divided by the flow rate. In this case it would be 15 mmHg divided by 0.001 mL/min. Thus the resistance of a single arterial is quite large! The kidney can only handle its flow rate because it has hundreds of thousands of these arterioles in parallel (many different flow paths), which greatly reduces the overall resistance."
_u9_cardio,_u9_m2_structures,/Users/pawan/Documents/Project/a_and_p/content//_u9_cardio/_u9_m2_structures/x-oli-inline-assessment/define_relate_BP_and_MAP_LBD2-n.xml,Organs regulate flow to themselves based on their metabolic needs. In what way can organs adjust their own flow? _________(lbd2-n),"Organs can adjust their own flow by either dilating or constricting the blood vessels that deliver flow to them. This is likely done with local signaling molecules or the end products of metabolic processes, such as carbon dioxide or lowered pH."
_u9_cardio,_u9_m2_structures,/Users/pawan/Documents/Project/a_and_p/content//_u9_cardio/_u9_m2_structures/x-oli-inline-assessment/describe_function_capillary_exchange_LBD2-s.xml,"There is typically lots of collagen in the interstitial space. If there is so much of this large protein there, why is the interstitial fluid colloid osmotic pressure so low? _________(lbd2-s)","Because these large collagen molecules are not dissolved in the fluid, so they don’t contribute to osmotic pressure. Instead they are structural proteins that would stay in place if you were able to “dump off” the water from this space, whereas dissolved proteins would move with the water."
_u9_cardio,_u9_m2_structures,/Users/pawan/Documents/Project/a_and_p/content//_u9_cardio/_u9_m2_structures/x-oli-inline-assessment/describe_function_capillary_exchange_LBD2-t.xml,Many Americans have high blood pressure (hypertension). Do a majority of these individuals also have edema? _________(lbd2-t),"No. Although they have high blood pressure in their large arteries, this high pressure is not transmitted to the capillaries. In fact, edema is often much worse in people with certain forms of heart failure, where their arterial pressure is quite low."
_u9_cardio,_u9_m2_structures,/Users/pawan/Documents/Project/a_and_p/content//_u9_cardio/_u9_m2_structures/x-oli-inline-assessment/described_how_venous_return_maintained_LBD2-t.xml,Many Americans have high blood pressure (hypertension). Do a majority of these individuals also have edema? _________(lbd2-t),"No. Although they have high blood pressure in their large arteries, this high pressure is not transmitted to the capillaries. In fact, edema is often much worse in people with certain forms of heart failure, where their arterial pressure is quite low."
