Unit,Module,Filename,Learning Objectives
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Within a neuron; identify the soma; axon and dendrite and describe the main function of each region.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Identify neurons based on anatomical features: unipolar; bipolar; multipolar and anaxonic and based on functional properties: sensory; motor; interneuron.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,List the four types of CNS glial cells and describe their function.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,List the two types of PNS glial cells and describe their function. Describe the anatomical relationship between the glial cells and the PNS.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Compare the structure of myelinated vs. unmyelinated axons. Distinguish between white matter and gray matter.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Describe the transmembrane potential or voltage across the cell membrane and how it is measured.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Contrast the relative concentrations of ions in body solutions inside and outside of a cell (sodium; potassium; calcium and chloride ions).
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Explain how four factors determine a neuron’s resting membrane potential.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Explain how a local electrical response in a neuron membrane is caused by stimulation.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Interpret a graph showing the voltage vs. time relationship of an action potential.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Explain action potential.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Discuss the underlying changes in membrane permeability that occur during the action potential.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Explain refractory period and the consequences of the absolute and relative refractory periods on firing frequency.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Explain all-or-none with relation to the action potential.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Identify the presynaptic and postsynaptic cells at a synapse.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Explain synaptic transmission in terms of the structural and functional features of electrical and chemical synapses.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Distinguish between structural features and functional features of electrical and chemical synapses.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Describe the events of synaptic transmission in proper chronological order.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Explain how ion flux across the postsynaptic membrane can lead to excitation or inhibition.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Explain how a single neurotransmitter may have different effects at different postsynaptic cells.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Define excitatory postsynaptic potential (EPSP) and inhibitory postsynaptic potential (IPSP) and interpret graphs of voltage vs. time (local potential).
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Explain temporal and spatial summation of synaptic potentials and discuss how action potentials differ from synaptic potentials.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Describe how excitatory and inhibitory neurotransmitter(s) are able to function together.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Identify the four classes of neurotransmitters and identify the most common excitatory and inhibitory neurotransmitters.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Classify receptors based on structure; location relative to the stimulus; and types of signals they transduce.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Explain the distribution of receptors involved in providing information for our general (somesthetic) senses.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Describe the types of information (modality) detected by the receptors associated with the somesthetic senses and the phenomenon of adaptation.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Explain the phenomenon of adaptation.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Explain pain function; nociceptor distribution; and distinguish the fiber types that carry their signals.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Define nociceptors; describe their distribution and provide examples of the types of stimuli that they transduce.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Compare and contrast the two main fiber types that carry pain signals (information from nociceptors).
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,List and briefly describe the 3 categories of pain.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Describe pain in terms of hyperalgesia; analgesia; and receptive field.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Define hyperalgesia and explain the basis of hyperalgesia development.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Define analgesia and list processes that can be targeted to induce analgesia.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Define receptive field.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Define dermatome and explain how dermatomes can be used in neurological exams for diagnosing nerve damage.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Describe reflexes; reflex repsonses; and distinguish types of reflexes.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Distinguish between each of the following pairs of reflexes: intrinsic (inborn) reflexes vs. learned reflexes; somatic vs. visceral reflexes; monosynaptic vs. polysynaptic reflexes; and ipsilateral vs. contralateral reflexes.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Identify and describe the functions of the accessory eye structures; the tunics; and the optical components of the eye.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Identify the muscles that help to coordinate eye movement.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Describe the structures and functions of the eye.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Explain how the path of light through the eye causes vision.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Trace the path of light as it passes through the eye to the retina.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Explain how the optical system of the eye creates an image on the retina.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Relate changes in the anatomy of the eye to changes in vision.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Describe the structure of the retina and the cells that compose it.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Compare and contrast the function of rods and cones in vision.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Describe how light activates photoreceptors
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Explain the process of light and dark adaptation.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Trace the path of nerve impulses from the retina to various parts of the brain.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Identify the hearing structures of the outer; middle and inner ear and describe their functions.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Describe the functions of the ceruminous glands.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Describe the role of the auditory tube in drainage and equalization of pressure in the middle ear.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Describe how the various structures of the ear conduct and transduce sound.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Describe how sound waves are transmitted through the inner ear and transduced into neuronal signals.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Explain how the structures of the ear enable differentiation of pitch (frequency) and loudness of sounds.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Describe the path of nerve impulses from the ear to various parts of the brain.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Distinguish between static and dynamic equilibrium; describe the structures involved; and their functions.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Describe the structure of the maculae and their function in static and dynamic equilibrium.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Describe the structure of the crista ampullaris and explain its function in dynamic equilibrium.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Describe the path of nerve impulses from the vestibular organ to various parts of the brain.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Explain the gustation and describe the structures involved.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Identify the location and structure of taste buds.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Explain how dissolved chemicals activate gustatory receptors.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Describe the five primary taste sensations.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Describe the path of nerve impulses from the gustatory receptors to various parts of the brain.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Identify the location of olfactory receptors.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Explain how odorants activate olfactory receptors.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Describe the path of nerve impulses from the olfactory receptors to various parts of the brain.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Predict factors or situations affecting the olfactory system that could disrupt its function.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Predict the types of problems that would occur in the body if the olfactory system was not functioning normally.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Identify the autonomic nervous system and describe it's basic functions.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Compare the somatic and autonomic nervous systems.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Explain the role of the autonomic nervous system as a motor division of the nervous system.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Explain the importance of homeostatic balance between the sympathetic and parasympathetic nervous systems.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Contrast the anatomy of the parasympathetic and sympathetic systems.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Describe the local organization of each of the sympathetic and parasympathetic systems; including the pattern of innervation of target glands; organs; and tissues.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Describe the local organization of the sympathetic nervous system.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Describe the local organization of the parasympathetic nervous system.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Describe the pattern of innervation of target glands; organs; and tissues for the sympathetic and parasympathetic nervous systems.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Describe major parasympathetic and sympathetic physiological effects on target organs.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Identify the neurotransmitters released by preganglionic and postganglionic neurons in the sympathetic and parasympathetic nervous systems and describe their effects.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Explain how norepinephrine and epinephrine mediate widespread sympathetic system activation throughout the body.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Explain the role of the autonomic nervous system in maintaining homeostasis.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Describe examples of specific effectors dually innervated by the autonomic nervous system and explain how each branch influences function in a given effector.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Name examples of effectors innervated either by only the sympathetic branch or by only the parasympathetic branch of the autonomic nervous system and explain how that branch by itself influences function in a given effector.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Explain how sympathetic innervation of blood vessels is dependent on neurotransmitter receptor subtypes.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Describe the basic (overall) structure of the human brain.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Explain the roles of CSF; ventricles; and the blood brain barrier.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Correlate hindbrain and midbrain regions to their major function(s).
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Correlate forebrain regions to their major functions(s).
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Identify the location of major brain regions.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Assign function(s) to each of the cranial nerves.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Describe the gross anatomy of the spinal cord and spinal nerves and specify their location relative to the anatomy of the vertebral column.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Contrast the relative position of gray matter and white matter in the spinal cord with the corresponding arrangement of gray and white matter in the brain.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Compare and contrast the anatomical features of the spinal cord in the cervical; thoracic and lumbar regions.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Provide a general description of a spinal tract; including the general location of these tracts in the spinal cord; common structures that the tracts communicate between ; the types of information carried in these tracts.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Identify how spinal structures relate to each other: tract; root; ganglion; nerve; ramus; plexus.
_u14_nervous,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u14_nervous/x-oli-learning_objectives/lo_nervous.xml,Identify the 4 spinal plexuses and list an example of a nerve that emerges from each plexus.
_u15_review_synthesis,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u15_review_synthesis/x-oli-learning_objectives/lo_review_synthesis.xml,Explore connections between the Big Ideas of Anatomy & Physiology between systems.
_u15_review_synthesis,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u15_review_synthesis/x-oli-learning_objectives/lo_review_synthesis.xml,Identify examples of structure and function in anatomy.
_u15_review_synthesis,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u15_review_synthesis/x-oli-learning_objectives/lo_review_synthesis.xml,Predict dysfunctions associated with altered anatomical structures.
_u15_review_synthesis,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u15_review_synthesis/x-oli-learning_objectives/lo_review_synthesis.xml,Identify how different anatomic size scales integrate for physiological function.
_u15_review_synthesis,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u15_review_synthesis/x-oli-learning_objectives/lo_review_synthesis.xml,Predict what occurs at length scales if there is dysfunction at another length scale.
_u15_review_synthesis,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u15_review_synthesis/x-oli-learning_objectives/lo_review_synthesis.xml,Define homeostasis; and identify specifics aspects of physiology involving homeostasis.
_u15_review_synthesis,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u15_review_synthesis/x-oli-learning_objectives/lo_review_synthesis.xml,Complete homeostasis loops associated with physiology.
_u15_review_synthesis,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u15_review_synthesis/x-oli-learning_objectives/lo_review_synthesis.xml,Predict dysfunctions associated with misregulation of homeostasis.
_u15_review_synthesis,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u15_review_synthesis/x-oli-learning_objectives/lo_review_synthesis.xml,Identify examples of integrated systems.
_u15_review_synthesis,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u15_review_synthesis/x-oli-learning_objectives/lo_review_synthesis.xml,Predict how dysfunction observed in one organ system could reflect dysfunction in other systems.
_u1_motivation_introduction,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u1_motivation_introduction/x-oli-learning_objectives/_u01_LO.xml,Describe how the “Big Ideas” in Anatomy and Physiology develop a context that facilitates deep understanding of key concepts; connections and interdependencies.
_u1_motivation_introduction,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u1_motivation_introduction/x-oli-learning_objectives/_u01_LO.xml,Use a thematic framework to make sense of the different components of anatomy and physiology.
_u1_motivation_introduction,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u1_motivation_introduction/x-oli-learning_objectives/_u01_LO.xml,Classify individual body system functions based on their contribution to vital human functions.
_u1_motivation_introduction,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u1_motivation_introduction/x-oli-learning_objectives/_u01_LO.xml,Use body planes and directional orientation to describe the locations of body structures.
_u1_motivation_introduction,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u1_motivation_introduction/x-oli-learning_objectives/_u01_LO.xml,List the organ systems of the human body; and identify the main organs for each.
_u1_motivation_introduction,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u1_motivation_introduction/x-oli-learning_objectives/_u01_LO.xml,Describe the digestive system: list the major organs and structures; describe the major functions; and use anatomical planes and directional terms to identify organs and their relationships to each other.
_u1_motivation_introduction,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u1_motivation_introduction/x-oli-learning_objectives/_u01_LO.xml,Describe the respiratory system: list the major organs and structures; describe the major functions; and use anatomical planes and directional terms to identify organs and their relationships to each other.
_u1_motivation_introduction,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u1_motivation_introduction/x-oli-learning_objectives/_u01_LO.xml,Describe the urinary system: list the major organs and structures; describe the major functions; and use anatomical planes and directional terms to identify organs and their relationships to each other.
_u1_motivation_introduction,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u1_motivation_introduction/x-oli-learning_objectives/_u01_LO.xml,Describe the cardiovascular system: list the major organs and structures; describe the major functions; and use anatomical planes and directional terms to identify organs and their relationships to each other.
_u1_motivation_introduction,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u1_motivation_introduction/x-oli-learning_objectives/_u01_LO.xml,Describe the lymphatic system: list the major organs and structures; describe the major functions; and use anatomical planes and directional terms to identify organs and their relationships to each other.
_u1_motivation_introduction,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u1_motivation_introduction/x-oli-learning_objectives/_u01_LO.xml,Describe the integumentary system: list the major organs and structures; describe the major functions; and use anatomical planes and directional terms to identify organs and their relationships to each other.
_u1_motivation_introduction,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u1_motivation_introduction/x-oli-learning_objectives/_u01_LO.xml,Describe the skeletal system: list the major organs and structures; describe the major functions; and use anatomical planes and directional terms to identify organs and their relationships to each other.
_u1_motivation_introduction,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u1_motivation_introduction/x-oli-learning_objectives/_u01_LO.xml,Describe the muscular system: list the major organs and structures; describe the major functions; and use anatomical planes and directional terms to identify organs and their relationships to each other.
_u1_motivation_introduction,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u1_motivation_introduction/x-oli-learning_objectives/_u01_LO.xml,Describe the nervous system: list the major organs and structures; describe the major functions; and use anatomical planes and directional terms to identify organs and their relationships to each other.
_u1_motivation_introduction,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u1_motivation_introduction/x-oli-learning_objectives/_u01_LO.xml,Describe the endocrine system: list the major organs and structures; describe the major functions; and use anatomical planes and directional terms to identify organs and their relationships to each other.
_u2_levels_of_org,_m01_chemistry,/Users/pawan/Documents/Project/a_and_p/content//_u2_levels_of_org/_m01_chemistry/x-oli-workbook_page/intro_proteinsynthesis.xml,Describe what post-transcriptional modification must take place before translation.
_u2_levels_of_org,_m01_chemistry,/Users/pawan/Documents/Project/a_and_p/content//_u2_levels_of_org/_m01_chemistry/x-oli-workbook_page/intro_proteinsynthesis.xml,Define the role of each RNA molecule used in translation.
_u2_levels_of_org,_m01_chemistry,/Users/pawan/Documents/Project/a_and_p/content//_u2_levels_of_org/_m01_chemistry/x-oli-workbook_page/intro_proteinsynthesis.xml,Distinguish between prokaryotic and eukaryotic translation.
_u2_levels_of_org,_m01_chemistry,/Users/pawan/Documents/Project/a_and_p/content//_u2_levels_of_org/_m01_chemistry/x-oli-workbook_page/intro_proteinsynthesis.xml,Define the genetic code.
_u2_levels_of_org,_m01_chemistry,/Users/pawan/Documents/Project/a_and_p/content//_u2_levels_of_org/_m01_chemistry/x-oli-workbook_page/intro_proteinsynthesis.xml,Describe the process of translation as a step-wise process.
_u2_levels_of_org,x-oli-learning_objectives,/Users/pawan/Documents/Project/a_and_p/content//_u2_levels_of_org/x-oli-learning_objectives/lo_levels_of_org.xml,Describe; in order from simplest to most complex; the major levels of organization in the human organism.
