Unit,Module,Filename,Question,Question ID,Blank,Choices,Correct Answer
_u13_lymphatic,_u13_m2_LOO,/Users/pawan/Documents/Project/a_and_p/content//_u13_lymphatic/_u13_m2_LOO/x-oli-inline-assessment/lymph_adaptive_digt2.xml,"Immunity is resistance to disease resulting from the presence of foreign substances or _________(one) in the body. If a pathogen gets past the _________(two) barriers of the innate immune system, _________(three) can ingest and degrade the substance. This process is called _________(four). Because pathogens are likely to use both blood and _________(five) as a means of getting around in the body, the lymph tissues and organs are in an excellent position to detect their presence. Two lymphocyte populations housed in lymphatic tissue are the _________(six). When the immune response is provided by antibodies released to body fluids, the immunity is called humoral or _________(seven) immunity. When T cells provide the protection, the immunity is referred to as _________(eight) immunity. Both the antibody-mediated and cellular immune responses are considered part of the_________(nine) immune response.",5392818451,six,"{'a': 'B cells and plasma cells', 'b': 'B cells and T cells', 'c': 'neutrophils and basophils'}",B cells and T cells
_u13_lymphatic,_u13_m2_LOO,/Users/pawan/Documents/Project/a_and_p/content//_u13_lymphatic/_u13_m2_LOO/x-oli-inline-assessment/lymph_adaptive_digt2.xml,"Immunity is resistance to disease resulting from the presence of foreign substances or _________(one) in the body. If a pathogen gets past the _________(two) barriers of the innate immune system, _________(three) can ingest and degrade the substance. This process is called _________(four). Because pathogens are likely to use both blood and _________(five) as a means of getting around in the body, the lymph tissues and organs are in an excellent position to detect their presence. Two lymphocyte populations housed in lymphatic tissue are the _________(six). When the immune response is provided by antibodies released to body fluids, the immunity is called humoral or _________(seven) immunity. When T cells provide the protection, the immunity is referred to as _________(eight) immunity. Both the antibody-mediated and cellular immune responses are considered part of the_________(nine) immune response.",5392818451,seven,"{'a': 'antibody-mediated', 'b': 'cell-mediated'}",antibody-mediated
_u13_lymphatic,_u13_m2_LOO,/Users/pawan/Documents/Project/a_and_p/content//_u13_lymphatic/_u13_m2_LOO/x-oli-inline-assessment/lymph_adaptive_digt2.xml,"Immunity is resistance to disease resulting from the presence of foreign substances or _________(one) in the body. If a pathogen gets past the _________(two) barriers of the innate immune system, _________(three) can ingest and degrade the substance. This process is called _________(four). Because pathogens are likely to use both blood and _________(five) as a means of getting around in the body, the lymph tissues and organs are in an excellent position to detect their presence. Two lymphocyte populations housed in lymphatic tissue are the _________(six). When the immune response is provided by antibodies released to body fluids, the immunity is called humoral or _________(seven) immunity. When T cells provide the protection, the immunity is referred to as _________(eight) immunity. Both the antibody-mediated and cellular immune responses are considered part of the_________(nine) immune response.",5392818451,eight,"{'a': 'cellular', 'b': 'humoral'}",cellular
_u13_lymphatic,_u13_m2_LOO,/Users/pawan/Documents/Project/a_and_p/content//_u13_lymphatic/_u13_m2_LOO/x-oli-inline-assessment/lymph_adaptive_digt2.xml,"Immunity is resistance to disease resulting from the presence of foreign substances or _________(one) in the body. If a pathogen gets past the _________(two) barriers of the innate immune system, _________(three) can ingest and degrade the substance. This process is called _________(four). Because pathogens are likely to use both blood and _________(five) as a means of getting around in the body, the lymph tissues and organs are in an excellent position to detect their presence. Two lymphocyte populations housed in lymphatic tissue are the _________(six). When the immune response is provided by antibodies released to body fluids, the immunity is called humoral or _________(seven) immunity. When T cells provide the protection, the immunity is referred to as _________(eight) immunity. Both the antibody-mediated and cellular immune responses are considered part of the_________(nine) immune response.",5392818451,nine,"{'a': 'adaptive', 'b': 'innate'}",adaptive
_u13_lymphatic,_u13_m2_LOO,/Users/pawan/Documents/Project/a_and_p/content//_u13_lymphatic/_u13_m2_LOO/x-oli-inline-assessment/lymph_antibodies_digt2.xml,"Sometimes thinking about the function of a particular immunogloblulin isotype can make understanding the structure a little easier. In general the more antigen binding sites and the more Ig subunits the immunoglobulin has, the stickier it is.Since _________(one) is usually secreted on initial exposure to antigen, being a _________(two) would mean more antigen binding sites per molecule and a faster pick up of the new antigen upon initial exposure. _________(three) is the secondary response antibody and a monomer, since the rapidly makes a lot of these molecules each individual molecule doesn’t need to be as sticky. When thinking about tears, saliva and breast milk it makes sense that _________(four) is a dimer because it must be secreted so it cannot form large complexes but it needs to be sticky enough to get of the foreign invaders before they take hold in the body.",196491003,one,"{'a': 'IgM', 'b': 'IgD'}",IgM
_u13_lymphatic,_u13_m2_LOO,/Users/pawan/Documents/Project/a_and_p/content//_u13_lymphatic/_u13_m2_LOO/x-oli-inline-assessment/lymph_antibodies_digt2.xml,"Sometimes thinking about the function of a particular immunogloblulin isotype can make understanding the structure a little easier. In general the more antigen binding sites and the more Ig subunits the immunoglobulin has, the stickier it is.Since _________(one) is usually secreted on initial exposure to antigen, being a _________(two) would mean more antigen binding sites per molecule and a faster pick up of the new antigen upon initial exposure. _________(three) is the secondary response antibody and a monomer, since the rapidly makes a lot of these molecules each individual molecule doesn’t need to be as sticky. When thinking about tears, saliva and breast milk it makes sense that _________(four) is a dimer because it must be secreted so it cannot form large complexes but it needs to be sticky enough to get of the foreign invaders before they take hold in the body.",196491003,two,"{'a': 'pentamer', 'b': 'monomer'}",pentamer
_u13_lymphatic,_u13_m2_LOO,/Users/pawan/Documents/Project/a_and_p/content//_u13_lymphatic/_u13_m2_LOO/x-oli-inline-assessment/lymph_antibodies_digt2.xml,"Sometimes thinking about the function of a particular immunogloblulin isotype can make understanding the structure a little easier. In general the more antigen binding sites and the more Ig subunits the immunoglobulin has, the stickier it is.Since _________(one) is usually secreted on initial exposure to antigen, being a _________(two) would mean more antigen binding sites per molecule and a faster pick up of the new antigen upon initial exposure. _________(three) is the secondary response antibody and a monomer, since the rapidly makes a lot of these molecules each individual molecule doesn’t need to be as sticky. When thinking about tears, saliva and breast milk it makes sense that _________(four) is a dimer because it must be secreted so it cannot form large complexes but it needs to be sticky enough to get of the foreign invaders before they take hold in the body.",196491003,three,"{'b': 'IgG', 'a': 'IgA'}",IgG
_u13_lymphatic,_u13_m2_LOO,/Users/pawan/Documents/Project/a_and_p/content//_u13_lymphatic/_u13_m2_LOO/x-oli-inline-assessment/lymph_antibodies_digt2.xml,"Sometimes thinking about the function of a particular immunogloblulin isotype can make understanding the structure a little easier. In general the more antigen binding sites and the more Ig subunits the immunoglobulin has, the stickier it is.Since _________(one) is usually secreted on initial exposure to antigen, being a _________(two) would mean more antigen binding sites per molecule and a faster pick up of the new antigen upon initial exposure. _________(three) is the secondary response antibody and a monomer, since the rapidly makes a lot of these molecules each individual molecule doesn’t need to be as sticky. When thinking about tears, saliva and breast milk it makes sense that _________(four) is a dimer because it must be secreted so it cannot form large complexes but it needs to be sticky enough to get of the foreign invaders before they take hold in the body.",196491003,four,"{'b': 'IgE', 'a': 'IgA'}",IgA
_u13_lymphatic,_u13_m2_LOO,/Users/pawan/Documents/Project/a_and_p/content//_u13_lymphatic/_u13_m2_LOO/x-oli-inline-assessment/lymph_antigens_digt.xml,"If you are allergic to pollen in the spring or fall or to certain foods, the pollen or foods serve as _________(antigens) to you. Antibodies or specific T cells form against _________(activated) antigen. This region is known as the _________(holes). Most antigens have _________(ecf) these regions.",7323300838,antigens,"{'a': 'antigens', 'b': 'antibodies'}",antigens
_u13_lymphatic,_u13_m2_LOO,/Users/pawan/Documents/Project/a_and_p/content//_u13_lymphatic/_u13_m2_LOO/x-oli-inline-assessment/lymph_antigens_digt.xml,"If you are allergic to pollen in the spring or fall or to certain foods, the pollen or foods serve as _________(antigens) to you. Antibodies or specific T cells form against _________(activated) antigen. This region is known as the _________(holes). Most antigens have _________(ecf) these regions.",7323300838,activated,"{'a': 'the entire', 'b': 'only a specific region of the'}",only a specific region of the
_u13_lymphatic,_u13_m2_LOO,/Users/pawan/Documents/Project/a_and_p/content//_u13_lymphatic/_u13_m2_LOO/x-oli-inline-assessment/lymph_antigens_digt.xml,"If you are allergic to pollen in the spring or fall or to certain foods, the pollen or foods serve as _________(antigens) to you. Antibodies or specific T cells form against _________(activated) antigen. This region is known as the _________(holes). Most antigens have _________(ecf) these regions.",7323300838,holes,"{'b': 'epitope', 'a': 'immunogen'}",epitope
_u13_lymphatic,_u13_m2_LOO,/Users/pawan/Documents/Project/a_and_p/content//_u13_lymphatic/_u13_m2_LOO/x-oli-inline-assessment/lymph_antigens_digt.xml,"If you are allergic to pollen in the spring or fall or to certain foods, the pollen or foods serve as _________(antigens) to you. Antibodies or specific T cells form against _________(activated) antigen. This region is known as the _________(holes). Most antigens have _________(ecf) these regions.",7323300838,ecf,"{'b': 'only one of', 'a': 'a number of'}",a number of
_u13_lymphatic,_u13_m2_LOO,/Users/pawan/Documents/Project/a_and_p/content//_u13_lymphatic/_u13_m2_LOO/x-oli-inline-assessment/lymph_antigens_lbd.xml,One way to think about epitopes and antigens is to think about the all the apps that are available for a smart phone. A brand new B or T cell encounters antigen it has never seen before. The cell uses the scanner function on the smart phone _________(proteins) to analyze the complex antigen molecule. The smart phone checks with the _________(activated) and sees that it has an app to react with one part of the antigen molecule the _________(holes). If indeed it does have an app for that _________(ecf) it will react to the antigen molecule and provide an immune response. An individual T or B cell will only function against a single _________(lysis) but that _________(opsonization) may be found on similar _________(antigens) providing some cross coverage.,2667119503,proteins,"{'a': 'cell surface receptors', 'b': 'complement activated protein'}",cell surface receptors
_u13_lymphatic,_u13_m2_LOO,/Users/pawan/Documents/Project/a_and_p/content//_u13_lymphatic/_u13_m2_LOO/x-oli-inline-assessment/lymph_antigens_lbd.xml,One way to think about epitopes and antigens is to think about the all the apps that are available for a smart phone. A brand new B or T cell encounters antigen it has never seen before. The cell uses the scanner function on the smart phone _________(proteins) to analyze the complex antigen molecule. The smart phone checks with the _________(activated) and sees that it has an app to react with one part of the antigen molecule the _________(holes). If indeed it does have an app for that _________(ecf) it will react to the antigen molecule and provide an immune response. An individual T or B cell will only function against a single _________(lysis) but that _________(opsonization) may be found on similar _________(antigens) providing some cross coverage.,2667119503,activated,"{'a': 'arrangement of immunoglobulin genes found in the nucleus of the cell', 'b': 'the antibody being presented by the macrophage'}",arrangement of immunoglobulin genes found in the nucleus of the cell
_u13_lymphatic,_u13_m2_LOO,/Users/pawan/Documents/Project/a_and_p/content//_u13_lymphatic/_u13_m2_LOO/x-oli-inline-assessment/lymph_antigens_lbd.xml,One way to think about epitopes and antigens is to think about the all the apps that are available for a smart phone. A brand new B or T cell encounters antigen it has never seen before. The cell uses the scanner function on the smart phone _________(proteins) to analyze the complex antigen molecule. The smart phone checks with the _________(activated) and sees that it has an app to react with one part of the antigen molecule the _________(holes). If indeed it does have an app for that _________(ecf) it will react to the antigen molecule and provide an immune response. An individual T or B cell will only function against a single _________(lysis) but that _________(opsonization) may be found on similar _________(antigens) providing some cross coverage.,2667119503,holes,"{'b': 'constant region', 'a': 'epitope'}",epitope
_u13_lymphatic,_u13_m2_LOO,/Users/pawan/Documents/Project/a_and_p/content//_u13_lymphatic/_u13_m2_LOO/x-oli-inline-assessment/lymph_antigens_lbd.xml,One way to think about epitopes and antigens is to think about the all the apps that are available for a smart phone. A brand new B or T cell encounters antigen it has never seen before. The cell uses the scanner function on the smart phone _________(proteins) to analyze the complex antigen molecule. The smart phone checks with the _________(activated) and sees that it has an app to react with one part of the antigen molecule the _________(holes). If indeed it does have an app for that _________(ecf) it will react to the antigen molecule and provide an immune response. An individual T or B cell will only function against a single _________(lysis) but that _________(opsonization) may be found on similar _________(antigens) providing some cross coverage.,2667119503,ecf,"{'b': 'antibody', 'a': 'epitope'}",epitope
_u13_lymphatic,_u13_m2_LOO,/Users/pawan/Documents/Project/a_and_p/content//_u13_lymphatic/_u13_m2_LOO/x-oli-inline-assessment/lymph_antigens_lbd.xml,One way to think about epitopes and antigens is to think about the all the apps that are available for a smart phone. A brand new B or T cell encounters antigen it has never seen before. The cell uses the scanner function on the smart phone _________(proteins) to analyze the complex antigen molecule. The smart phone checks with the _________(activated) and sees that it has an app to react with one part of the antigen molecule the _________(holes). If indeed it does have an app for that _________(ecf) it will react to the antigen molecule and provide an immune response. An individual T or B cell will only function against a single _________(lysis) but that _________(opsonization) may be found on similar _________(antigens) providing some cross coverage.,2667119503,lysis,"{'a': 'epitope', 'b': 'whole antigen'}",epitope
_u13_lymphatic,_u13_m2_LOO,/Users/pawan/Documents/Project/a_and_p/content//_u13_lymphatic/_u13_m2_LOO/x-oli-inline-assessment/lymph_antigens_lbd.xml,One way to think about epitopes and antigens is to think about the all the apps that are available for a smart phone. A brand new B or T cell encounters antigen it has never seen before. The cell uses the scanner function on the smart phone _________(proteins) to analyze the complex antigen molecule. The smart phone checks with the _________(activated) and sees that it has an app to react with one part of the antigen molecule the _________(holes). If indeed it does have an app for that _________(ecf) it will react to the antigen molecule and provide an immune response. An individual T or B cell will only function against a single _________(lysis) but that _________(opsonization) may be found on similar _________(antigens) providing some cross coverage.,2667119503,opsonization,"{'a': 'epitope', 'b': 'stimulator'}",epitope
_u13_lymphatic,_u13_m2_LOO,/Users/pawan/Documents/Project/a_and_p/content//_u13_lymphatic/_u13_m2_LOO/x-oli-inline-assessment/lymph_antigens_lbd.xml,One way to think about epitopes and antigens is to think about the all the apps that are available for a smart phone. A brand new B or T cell encounters antigen it has never seen before. The cell uses the scanner function on the smart phone _________(proteins) to analyze the complex antigen molecule. The smart phone checks with the _________(activated) and sees that it has an app to react with one part of the antigen molecule the _________(holes). If indeed it does have an app for that _________(ecf) it will react to the antigen molecule and provide an immune response. An individual T or B cell will only function against a single _________(lysis) but that _________(opsonization) may be found on similar _________(antigens) providing some cross coverage.,2667119503,antigens,"{'a': 'cell membrane molecules', 'b': 'antigens'}",cell membrane molecules
_u13_lymphatic,_u13_m2_LOO,/Users/pawan/Documents/Project/a_and_p/content//_u13_lymphatic/_u13_m2_LOO/x-oli-inline-assessment/lymph_distinguish_lbd.xml,"Complete the following paragraph:_________(one) lymphocytes are the mediators of the adaptive immune response. Each lymphocyte has a receptor that recognizes only one epitope. This is like a lock and key system. The pathogen has a protein that is broken down into a protein fragment (peptide). This peptide is the epitope that acts like a _________(two) that only fits one lock. That lock is the _________(three) on the T or B cell. When the epitope is inserted into the matching receptor it initiates a series of events (turning the key) that causes the stimulated T or B cell to rapidly divide, producing many copies of itself. This process is termed _________(four).",5467839241,one,"{'a': 'T and B', 'b': 'G and M'}",T and B
_u13_lymphatic,_u13_m2_LOO,/Users/pawan/Documents/Project/a_and_p/content//_u13_lymphatic/_u13_m2_LOO/x-oli-inline-assessment/lymph_distinguish_lbd.xml,"Complete the following paragraph:_________(one) lymphocytes are the mediators of the adaptive immune response. Each lymphocyte has a receptor that recognizes only one epitope. This is like a lock and key system. The pathogen has a protein that is broken down into a protein fragment (peptide). This peptide is the epitope that acts like a _________(two) that only fits one lock. That lock is the _________(three) on the T or B cell. When the epitope is inserted into the matching receptor it initiates a series of events (turning the key) that causes the stimulated T or B cell to rapidly divide, producing many copies of itself. This process is termed _________(four).",5467839241,two,"{'a': 'gearshift', 'b': 'key'}",key
_u13_lymphatic,_u13_m2_LOO,/Users/pawan/Documents/Project/a_and_p/content//_u13_lymphatic/_u13_m2_LOO/x-oli-inline-assessment/lymph_distinguish_lbd.xml,"Complete the following paragraph:_________(one) lymphocytes are the mediators of the adaptive immune response. Each lymphocyte has a receptor that recognizes only one epitope. This is like a lock and key system. The pathogen has a protein that is broken down into a protein fragment (peptide). This peptide is the epitope that acts like a _________(two) that only fits one lock. That lock is the _________(three) on the T or B cell. When the epitope is inserted into the matching receptor it initiates a series of events (turning the key) that causes the stimulated T or B cell to rapidly divide, producing many copies of itself. This process is termed _________(four).",5467839241,three,"{'a': 'receptor', 'b': 'antigen'}",receptor
_u13_lymphatic,_u13_m2_LOO,/Users/pawan/Documents/Project/a_and_p/content//_u13_lymphatic/_u13_m2_LOO/x-oli-inline-assessment/lymph_distinguish_lbd.xml,"Complete the following paragraph:_________(one) lymphocytes are the mediators of the adaptive immune response. Each lymphocyte has a receptor that recognizes only one epitope. This is like a lock and key system. The pathogen has a protein that is broken down into a protein fragment (peptide). This peptide is the epitope that acts like a _________(two) that only fits one lock. That lock is the _________(three) on the T or B cell. When the epitope is inserted into the matching receptor it initiates a series of events (turning the key) that causes the stimulated T or B cell to rapidly divide, producing many copies of itself. This process is termed _________(four).",5467839241,four,"{'a': 'differentiation', 'b': 'clonal expansion'}",clonal expansion
_u13_lymphatic,_u13_m2_LOO,/Users/pawan/Documents/Project/a_and_p/content//_u13_lymphatic/_u13_m2_LOO/x-oli-inline-assessment/lymph_interferons_digt.xml,"Complement is a system of plasma _________(proteins) that circulate in the blood in an inactive form. Complement is _________(activated) when it becomes attached to the surface of foreign cells (bacteria, fungi, red blood cells). One result of this complement fixation is that _________(holes) appear in the membrane of the foreign cell. This allows _________(ecf) to rush in to the cell, which causes _________(lysis) of the foreign cell. Some of the molecules released during complement fixation enhance phagocytosis. This is called _________(opsonization) . Other molecules amplify the inflammatory response.",7114260197,proteins,"{'a': 'proteins', 'b': 'carbohydrates', 'c': 'lipids', 'd': 'steroids'}",proteins
_u13_lymphatic,_u13_m2_LOO,/Users/pawan/Documents/Project/a_and_p/content//_u13_lymphatic/_u13_m2_LOO/x-oli-inline-assessment/lymph_interferons_digt.xml,"Complement is a system of plasma _________(proteins) that circulate in the blood in an inactive form. Complement is _________(activated) when it becomes attached to the surface of foreign cells (bacteria, fungi, red blood cells). One result of this complement fixation is that _________(holes) appear in the membrane of the foreign cell. This allows _________(ecf) to rush in to the cell, which causes _________(lysis) of the foreign cell. Some of the molecules released during complement fixation enhance phagocytosis. This is called _________(opsonization) . Other molecules amplify the inflammatory response.",7114260197,activated,"{'a': 'activated', 'b': 'dampened', 'c': 'denatured', 'd': 'digested'}",activated
_u13_lymphatic,_u13_m2_LOO,/Users/pawan/Documents/Project/a_and_p/content//_u13_lymphatic/_u13_m2_LOO/x-oli-inline-assessment/lymph_interferons_digt.xml,"Complement is a system of plasma _________(proteins) that circulate in the blood in an inactive form. Complement is _________(activated) when it becomes attached to the surface of foreign cells (bacteria, fungi, red blood cells). One result of this complement fixation is that _________(holes) appear in the membrane of the foreign cell. This allows _________(ecf) to rush in to the cell, which causes _________(lysis) of the foreign cell. Some of the molecules released during complement fixation enhance phagocytosis. This is called _________(opsonization) . Other molecules amplify the inflammatory response.",7114260197,holes,"{'b': 'molecular bridges and cross linking', 'a': 'holes or pores', 'c': 'newly synthesized proteins and mRNA synthesis', 'd': 'MHC proteins and other self molecules'}",holes or pores
_u13_lymphatic,_u13_m2_LOO,/Users/pawan/Documents/Project/a_and_p/content//_u13_lymphatic/_u13_m2_LOO/x-oli-inline-assessment/lymph_interferons_digt.xml,"Complement is a system of plasma _________(proteins) that circulate in the blood in an inactive form. Complement is _________(activated) when it becomes attached to the surface of foreign cells (bacteria, fungi, red blood cells). One result of this complement fixation is that _________(holes) appear in the membrane of the foreign cell. This allows _________(ecf) to rush in to the cell, which causes _________(lysis) of the foreign cell. Some of the molecules released during complement fixation enhance phagocytosis. This is called _________(opsonization) . Other molecules amplify the inflammatory response.",7114260197,ecf,"{'b': 'water', 'a': 'extracellular fluid', 'c': 'white blood cells', 'd': 'sodium ions'}",extracellular fluid
_u13_lymphatic,_u13_m2_LOO,/Users/pawan/Documents/Project/a_and_p/content//_u13_lymphatic/_u13_m2_LOO/x-oli-inline-assessment/lymph_interferons_digt.xml,"Complement is a system of plasma _________(proteins) that circulate in the blood in an inactive form. Complement is _________(activated) when it becomes attached to the surface of foreign cells (bacteria, fungi, red blood cells). One result of this complement fixation is that _________(holes) appear in the membrane of the foreign cell. This allows _________(ecf) to rush in to the cell, which causes _________(lysis) of the foreign cell. Some of the molecules released during complement fixation enhance phagocytosis. This is called _________(opsonization) . Other molecules amplify the inflammatory response.",7114260197,lysis,"{'a': 'lysis', 'b': 'apoptosis', 'c': 'dehydration', 'd': 'cell division'}",lysis
_u13_lymphatic,_u13_m2_LOO,/Users/pawan/Documents/Project/a_and_p/content//_u13_lymphatic/_u13_m2_LOO/x-oli-inline-assessment/lymph_interferons_digt.xml,"Complement is a system of plasma _________(proteins) that circulate in the blood in an inactive form. Complement is _________(activated) when it becomes attached to the surface of foreign cells (bacteria, fungi, red blood cells). One result of this complement fixation is that _________(holes) appear in the membrane of the foreign cell. This allows _________(ecf) to rush in to the cell, which causes _________(lysis) of the foreign cell. Some of the molecules released during complement fixation enhance phagocytosis. This is called _________(opsonization) . Other molecules amplify the inflammatory response.",7114260197,opsonization,"{'a': 'opsonization', 'b': 'hybridization', 'c': 'fertilization', 'd': 'differentiation'}",opsonization
_u13_lymphatic,_u13_m3_homeostasis,/Users/pawan/Documents/Project/a_and_p/content//_u13_lymphatic/_u13_m3_homeostasis/x-oli-inline-assessment/lymph_CMIR_lbd.xml,"Complete the following paragraph:Antigens that are present inside body cells are called _________(one) antigens. Such foreign antigens may be viral proteins produced after a virus infects the cell, toxins produced from intracellular bacteria, or abnormal proteins synthesized by a cancerous cell. When a peptide fragment comes from a self-protein, T cells ignore the _________(two)/epitope complex. However, if the peptide fragment comes from a foreign protein, T cells recognize the MHC-I/epitope complex and an immune response occurs.",7004721165,one,"{'a': 'exogenous', 'b': 'endogenous'}",endogenous
_u13_lymphatic,_u13_m3_homeostasis,/Users/pawan/Documents/Project/a_and_p/content//_u13_lymphatic/_u13_m3_homeostasis/x-oli-inline-assessment/lymph_CMIR_lbd.xml,"Complete the following paragraph:Antigens that are present inside body cells are called _________(one) antigens. Such foreign antigens may be viral proteins produced after a virus infects the cell, toxins produced from intracellular bacteria, or abnormal proteins synthesized by a cancerous cell. When a peptide fragment comes from a self-protein, T cells ignore the _________(two)/epitope complex. However, if the peptide fragment comes from a foreign protein, T cells recognize the MHC-I/epitope complex and an immune response occurs.",7004721165,two,"{'a': 'MHC class I', 'b': 'MHC class II'}",MHC class I
_u13_lymphatic,_u13_m3_homeostasis,/Users/pawan/Documents/Project/a_and_p/content//_u13_lymphatic/_u13_m3_homeostasis/x-oli-inline-assessment/lymph_CMIR_lbd2.xml,"Complete the following paragraph:Antibody-mediated immunity works mainly against _________(one) pathogens, which include any bacteria, fungi or viruses that are in the extracellular fluids of the body. B cells respond to unprocessed antigens, but their response is more intense if they process the antigen and receive costimulation by _________(two) T cells. Once activated, B cells produce clones of _________(three) cells and memory cells which reside in lymphatic tissues (such as MALT, lymph nodes and spleen). Plasma cells produce _________(four), which leave the lymphatic tissue and circulate in body fluids. Antibodies can be grouped into _________(five) classes each with specific biological roles. Actions of antibodies include neutralization, immobilization, agglutination and precipitation of antigen. In addition, antibodies can activate _________(six) and enhance phagocytosis.",3106889725,one,"{'a': 'intracellular', 'b': 'extracellular'}",extracellular
_u13_lymphatic,_u13_m3_homeostasis,/Users/pawan/Documents/Project/a_and_p/content//_u13_lymphatic/_u13_m3_homeostasis/x-oli-inline-assessment/lymph_CMIR_lbd2.xml,"Complete the following paragraph:Antibody-mediated immunity works mainly against _________(one) pathogens, which include any bacteria, fungi or viruses that are in the extracellular fluids of the body. B cells respond to unprocessed antigens, but their response is more intense if they process the antigen and receive costimulation by _________(two) T cells. Once activated, B cells produce clones of _________(three) cells and memory cells which reside in lymphatic tissues (such as MALT, lymph nodes and spleen). Plasma cells produce _________(four), which leave the lymphatic tissue and circulate in body fluids. Antibodies can be grouped into _________(five) classes each with specific biological roles. Actions of antibodies include neutralization, immobilization, agglutination and precipitation of antigen. In addition, antibodies can activate _________(six) and enhance phagocytosis.",3106889725,two,"{'a': 'helper', 'b': 'cytotoxic'}",helper
_u13_lymphatic,_u13_m3_homeostasis,/Users/pawan/Documents/Project/a_and_p/content//_u13_lymphatic/_u13_m3_homeostasis/x-oli-inline-assessment/lymph_CMIR_lbd2.xml,"Complete the following paragraph:Antibody-mediated immunity works mainly against _________(one) pathogens, which include any bacteria, fungi or viruses that are in the extracellular fluids of the body. B cells respond to unprocessed antigens, but their response is more intense if they process the antigen and receive costimulation by _________(two) T cells. Once activated, B cells produce clones of _________(three) cells and memory cells which reside in lymphatic tissues (such as MALT, lymph nodes and spleen). Plasma cells produce _________(four), which leave the lymphatic tissue and circulate in body fluids. Antibodies can be grouped into _________(five) classes each with specific biological roles. Actions of antibodies include neutralization, immobilization, agglutination and precipitation of antigen. In addition, antibodies can activate _________(six) and enhance phagocytosis.",3106889725,three,"{'a': 'naïve', 'b': 'plasma'}",plasma
_u13_lymphatic,_u13_m3_homeostasis,/Users/pawan/Documents/Project/a_and_p/content//_u13_lymphatic/_u13_m3_homeostasis/x-oli-inline-assessment/lymph_CMIR_lbd2.xml,"Complete the following paragraph:Antibody-mediated immunity works mainly against _________(one) pathogens, which include any bacteria, fungi or viruses that are in the extracellular fluids of the body. B cells respond to unprocessed antigens, but their response is more intense if they process the antigen and receive costimulation by _________(two) T cells. Once activated, B cells produce clones of _________(three) cells and memory cells which reside in lymphatic tissues (such as MALT, lymph nodes and spleen). Plasma cells produce _________(four), which leave the lymphatic tissue and circulate in body fluids. Antibodies can be grouped into _________(five) classes each with specific biological roles. Actions of antibodies include neutralization, immobilization, agglutination and precipitation of antigen. In addition, antibodies can activate _________(six) and enhance phagocytosis.",3106889725,four,"{'a': 'cytokines', 'b': 'antibodies'}",antibodies
_u13_lymphatic,_u13_m3_homeostasis,/Users/pawan/Documents/Project/a_and_p/content//_u13_lymphatic/_u13_m3_homeostasis/x-oli-inline-assessment/lymph_CMIR_lbd2.xml,"Complete the following paragraph:Antibody-mediated immunity works mainly against _________(one) pathogens, which include any bacteria, fungi or viruses that are in the extracellular fluids of the body. B cells respond to unprocessed antigens, but their response is more intense if they process the antigen and receive costimulation by _________(two) T cells. Once activated, B cells produce clones of _________(three) cells and memory cells which reside in lymphatic tissues (such as MALT, lymph nodes and spleen). Plasma cells produce _________(four), which leave the lymphatic tissue and circulate in body fluids. Antibodies can be grouped into _________(five) classes each with specific biological roles. Actions of antibodies include neutralization, immobilization, agglutination and precipitation of antigen. In addition, antibodies can activate _________(six) and enhance phagocytosis.",3106889725,five,"{'a': 'four', 'b': 'five'}",five
_u13_lymphatic,_u13_m3_homeostasis,/Users/pawan/Documents/Project/a_and_p/content//_u13_lymphatic/_u13_m3_homeostasis/x-oli-inline-assessment/lymph_CMIR_lbd2.xml,"Complete the following paragraph:Antibody-mediated immunity works mainly against _________(one) pathogens, which include any bacteria, fungi or viruses that are in the extracellular fluids of the body. B cells respond to unprocessed antigens, but their response is more intense if they process the antigen and receive costimulation by _________(two) T cells. Once activated, B cells produce clones of _________(three) cells and memory cells which reside in lymphatic tissues (such as MALT, lymph nodes and spleen). Plasma cells produce _________(four), which leave the lymphatic tissue and circulate in body fluids. Antibodies can be grouped into _________(five) classes each with specific biological roles. Actions of antibodies include neutralization, immobilization, agglutination and precipitation of antigen. In addition, antibodies can activate _________(six) and enhance phagocytosis.",3106889725,six,"{'a': 'complement', 'b': 'histamine'}",complement
_u13_lymphatic,_u13_m3_homeostasis,/Users/pawan/Documents/Project/a_and_p/content//_u13_lymphatic/_u13_m3_homeostasis/x-oli-inline-assessment/lymph_CMIR_lbd3.xml,"Complete the following paragraph:T cells undergo _________(one) selection to ensure that they can recognize self-MHC proteins. This is called self-_________(two). T cells also undergo negative selection to ensure that they do not respond to other self-proteins. This is called self-_________(three). During development, B and T cells that recognize self-proteins are eliminated during a process called _________(four). If a T cell does bind to its antigen, but does not receive the proper costimulatory molecule stimulation, the T cell is rendered inactive or tolerant. The T cell is _________(five) and unable to properly initiate an immune response. Negative selection involves both deletion and anergy. B cells develop _________(six) through deletion and anergy.",882889986,one,"{'a': 'positive', 'b': 'negative'}",positive
