Age,Gender,Comp
76,Female,0
54,Female,1
37,Male,18
62,Male,3
39,Male,18
72,Female,8
52,Male,2
75,Female,1
68,Female,1
55,Male,9
36,Male,12
48,Male,6
64,Male,9
46,Male,8
65,Female,5
42,Female,7
54,Female,7
61,Female,3
58,Male,0
25,Male,21
22,Female,19
58,Female,6
62,Male,0
28,Female,17
44,Female,10
46,Female,5
28,Male,15
37,Female,15
20,Female,20
37,Male,8
35,Male,9
53,Female,1
48,Female,3
84,Male,1
47,Female,6
28,Female,20
30,Female,21
30,Male,19
23,Male,9
49,Male,8
86,Male,3
32,Male,20
57,Female,1
25,Male,18
30,Male,18
21,Female,14
35,Male,18
37,Female,15
30,Male,24
40,Female,13
36,Male,9
40,Female,8
25,Female,21
30,Male,17
54,Female,6
39,Female,12
87,Male,0
79,Male,4
47,Male,13
60,Male,5
47,Male,8
78,Male,0
46,Female,8
37,Male,15
44,Female,14
31,Female,23
60,Female,0
33,Female,21
24,Female,10
55,Male,7
43,Male,12
47,Female,4
36,Female,14
27,Female,6
39,Male,5
30,Female,24
43,Male,21
43,Female,10
47,Female,5
47,Male,6
29,Female,27
20,Female,22
25,Male,21
30,Female,17
21,Male,14
35,Male,9
37,Male,10
70,Female,3
33,Male,27
46,Male,9
29,Female,15
20,Male,19
27,Male,5
35,Male,21
28,Male,17
69,Male,1
62,Male,3
59,Male,5
39,Male,8
32,Female,19
67,Female,6
44,Female,12
23,Female,16
67,Female,5
28,Female,13
31,Male,23
25,Female,18
30,Male,24
31,Male,23
30,Male,16
85,Female,0
89,Female,1
24,Male,11
24,Male,16
60,Male,9
73,Male,4
69,Male,13
32,Female,18
75,Male,1
20,Male,20
32,Female,24
30,Male,24
37,Male,13
67,Male,0
41,Female,9
33,Female,21
68,Female,1
26,Female,18
43,Male,13
59,Male,2
83,Female,0
29,Female,23
54,Female,7
40,Female,12
32,Female,16
73,Male,3
36,Male,15
24,Male,18
45,Female,4
63,Male,0
30,Female,18
36,Male,15
30,Female,29
53,Female,4
37,Male,15
25,Male,13
41,Male,13
32,Male,18
52,Female,6
38,Female,10
87,Male,0
29,Male,12
41,Male,11
35,Male,14
32,Male,19
63,Male,1
18,Female,21
30,Female,20
39,Male,16
68,Male,0
47,Male,2
61,Male,8
25,Female,6
37,Male,16
67,Male,2
67,Female,5
88,Female,1
61,Female,7
43,Male,8
22,Female,18
41,Male,13
47,Male,10
31,Female,25
61,Male,1
22,Female,16
36,Male,19
26,Male,17
38,Male,6
32,Female,19
76,Female,3
32,Male,20
51,Male,11
59,Male,5
86,Female,0
30,Male,14
29,Female,22
25,Female,15
37,Male,10
48,Male,8
22,Female,21
62,Male,10
80,Male,1
49,Male,12
49,Male,6
85,Male,0
32,Male,21
38,Female,11
35,Female,11
38,Female,20
24,Female,16
56,Male,2
27,Female,20
31,Female,14
21,Male,25
23,Female,11
31,Female,19
35,Male,18
56,Male,9
70,Female,2
27,Female,22
39,Female,15
57,Male,10
18,Female,16
39,Male,10
62,Female,2
44,Male,25
38,Female,17
49,Female,8
28,Female,24
27,Female,23
22,Female,17
51,Female,7
68,Male,4
52,Female,6
34,Male,17
59,Female,0
27,Male,24
47,Female,9
21,Male,14
71,Male,0
68,Female,4
25,Female,26
36,Female,8
42,Female,16
31,Male,21
28,Female,24
24,Male,15
61,Female,2
49,Male,9
53,Female,10
43,Female,2
66,Male,6
30,Male,26
35,Male,5
46,Male,14
48,Female,13
65,Male,0
50,Female,11
52,Male,1
32,Female,19
58,Female,9
32,Female,19
47,Female,10
43,Male,11
18,Female,19
48,Female,11
41,Male,10
51,Male,1
34,Female,24
31,Male,26
63,Female,8
41,Male,13
48,Male,6
31,Female,14
39,Female,7
87,Female,0
44,Female,9
29,Female,21
59,Female,1
36,Male,10
75,Female,1
73,Male,3
21,Male,12
37,Male,7
52,Male,2
43,Female,11
44,Female,16
39,Male,15
29,Male,20
29,Female,15
24,Male,14
24,Female,16
26,Male,21
65,Male,1
31,Female,20
31,Male,25
34,Male,14
69,Female,6
39,Male,13
34,Female,16
68,Female,7
58,Male,8
77,Female,2
30,Female,23
24,Male,16
61,Female,7
25,Female,22
47,Female,17
80,Female,1
28,Male,21
35,Female,11
19,Female,12
45,Male,4
55,Female,2
26,Female,16
31,Female,22
61,Male,1
72,Male,5
28,Female,21
71,Male,4
76,Female,1
61,Male,4
44,Male,6
29,Male,19
24,Male,19
58,Female,4
39,Female,7
48,Male,5
26,Male,13
27,Male,21
67,Female,7
80,Male,0
40,Male,10
45,Male,17
34,Male,12
32,Male,23
28,Male,29
74,Female,3
43,Male,19
64,Male,8
25,Male,23
53,Male,7
61,Female,3
28,Male,24
50,Female,12
19,Female,13
68,Female,3
65,Male,3
38,Male,8
74,Female,0
40,Female,1
55,Male,12
39,Male,6
25,Male,23
86,Female,1
24,Female,15
24,Female,19
21,Male,21
75,Female,0
24,Female,12
51,Male,7
63,Male,3
45,Male,13
41,Female,9
18,Female,20
89,Female,2
31,Female,18
27,Male,29
37,Male,6
56,Female,11
53,Male,3
47,Male,8
42,Male,11
42,Female,2
37,Female,15
19,Female,16
54,Female,7
32,Male,21
27,Male,19
25,Female,20
54,Female,11
30,Male,19
33,Female,23
18,Female,25
24,Male,22
47,Male,10
40,Male,3
32,Male,21
25,Male,19
38,Female,13
21,Male,15
54,Female,1
36,Male,21
24,Male,23
49,Male,7
21,Female,17
58,Female,5
49,Male,3
51,Male,11
29,Female,16
50,Female,5
25,Female,16
35,Male,15
33,Female,23
61,Female,3
52,Female,6
66,Female,0
30,Female,16
27,Female,11
62,Male,2
71,Female,9
29,Male,16
36,Female,13
64,Male,1
79,Male,1
44,Female,6
71,Male,3
52,Male,3
39,Female,8
67,Female,6
78,Male,1
47,Female,11
89,Male,1
47,Male,4
30,Female,28
47,Female,14
70,Female,1
37,Male,15
69,Male,6
99,Male,0
43,Female,7
56,Female,2
20,Female,23
35,Female,10
34,Female,17
26,Female,22
57,Male,8
78,Male,0
49,Male,7
41,Female,9
49,Female,10
27,Female,26
25,Male,21
50,Female,3
31,Male,18
48,Male,10
64,Female,1
22,Female,14
44,Male,8
53,Female,0
61,Female,0
48,Male,5
41,Male,6
20,Female,15
49,Female,13
20,Female,16
44,Female,8
62,Male,5
30,Female,14
42,Male,10
55,Female,6
36,Male,12
24,Male,21
22,Male,10
25,Female,17
51,Female,5
71,Female,5
45,Male,12
27,Female,20
43,Male,12
50,Female,8
27,Female,24
28,Male,15
62,Male,0
43,Female,13
38,Male,16
64,Male,3
26,Female,16
27,Male,13
22,Male,19
39,Female,12
58,Female,9
66,Male,0
40,Female,8
29,Female,22
30,Male,26
31,Female,18
52,Male,8
47,Male,5
40,Male,14
35,Female,17
50,Female,6
33,Female,20
37,Male,15
35,Male,8
54,Female,6
49,Male,4
33,Male,21
30,Female,15
51,Male,11
34,Male,20
34,Male,13
47,Female,9
56,Male,2
29,Male,20
40,Female,17
89,Female,0
50,Female,8
41,Male,21
41,Male,6
29,Male,19
25,Male,23
21,Female,20
61,Male,6
45,Male,9
77,Female,0
70,Female,1
48,Male,7
75,Female,0
62,Male,13
51,Female,6
51,Female,8
53,Male,4
40,Male,14
25,Male,14
26,Female,21
46,Male,8
47,Male,5
50,Female,8
77,Male,1
44,Male,12
40,Female,12
23,Female,16
76,Male,0
45,Male,9
33,Female,18
53,Male,5
89,Male,1
28,Male,15
38,Male,13
71,Female,0
45,Male,11
85,Male,0
82,Male,1
54,Male,3
69,Female,4
29,Female,16
39,Female,6
75,Female,0
63,Female,1
23,Male,12
29,Male,26
44,Male,7
68,Female,3
30,Male,24
38,Male,11
39,Male,12
35,Female,13
36,Male,14
25,Male,16
21,Female,18
76,Female,1
46,Male,10
28,Male,24
79,Female,3
44,Male,15
66,Male,1
55,Male,2
28,Female,16
52,Female,8
61,Male,6
34,Male,15
34,Male,15
33,Female,23
22,Male,23
37,Male,8
46,Female,10
22,Male,21
42,Male,14
28,Female,20
42,Male,16
25,Female,13
49,Female,3
30,Female,26
45,Female,4
61,Male,8
45,Female,10
70,Female,10
49,Male,7
91,Male,0
44,Female,13
39,Male,5
37,Male,9
40,Female,12
71,Female,4
68,Female,5
27,Female,18
29,Male,19
40,Female,14
18,Male,10
33,Female,22
42,Male,12
27,Female,13
23,Female,12
44,Female,10
66,Male,10
30,Female,20
53,Female,10
46,Male,13
33,Female,23
73,Female,0
53,Female,2
48,Female,7
72,Female,0
22,Male,22
25,Male,19
37,Male,12
34,Female,17
41,Male,11
57,Female,6
37,Male,18
48,Female,8
25,Male,20
75,Female,0
28,Male,13
24,Female,16
22,Female,19
23,Male,25
28,Male,23
52,Male,8
60,Female,9
56,Male,0
52,Male,2
49,Male,6
65,Male,5
57,Female,1
63,Male,6
44,Male,7
77,Female,0
55,Male,0
24,Female,8
25,Male,13
25,Female,14
29,Male,17
61,Male,12
41,Female,12
34,Male,11
29,Male,22
20,Male,10
34,Female,15
64,Female,5
58,Male,1
36,Female,11
23,Female,19
54,Male,7
26,Male,13
32,Female,18
44,Male,9
24,Male,16
72,Female,0
56,Female,1
58,Male,3
57,Male,6
27,Male,17
37,Male,11
38,Male,15
32,Male,20
42,Female,14
46,Male,10
37,Female,8
27,Female,24
28,Male,21
89,Female,0
39,Female,13
23,Female,27
75,Male,3
28,Female,35
30,Male,15
29,Male,18
57,Male,7
57,Male,3
48,Female,5
60,Female,3
64,Male,7
59,Male,2
41,Female,9
35,Female,20
53,Female,9
47,Female,16
20,Female,13
48,Female,11
40,Female,6
36,Female,14
19,Male,19
55,Male,7
43,Male,13
31,Male,21
59,Female,1
68,Male,1
80,Female,1
80,Female,0
46,Male,8
44,Female,8
54,Male,0
38,Male,10
46,Male,11
86,Male,1
31,Female,17
42,Female,8
50,Male,11
43,Female,12
48,Female,5
38,Male,11
35,Female,8
67,Female,2
54,Male,0
30,Male,20
32,Female,21
27,Female,31
31,Male,23
62,Male,3
78,Male,2
39,Female,10
28,Female,25
59,Female,4
30,Male,23
42,Female,10
47,Male,8
61,Male,2
35,Female,11
25,Female,22
22,Female,21
37,Female,10
45,Male,5
24,Female,25
72,Female,0
37,Female,10
67,Female,9
57,Male,2
31,Male,25
41,Female,11
56,Female,8
35,Male,18
41,Female,6
59,Female,9
37,Male,13
25,Male,20
48,Female,2
44,Male,10
31,Male,23
55,Male,3
55,Female,8
28,Female,15
33,Female,21
44,Male,10
33,Male,10
28,Male,20
28,Male,19
50,Male,9
41,Male,7
68,Male,3
46,Female,7
58,Male,4
56,Female,0
63,Male,3
54,Female,6
29,Female,27
46,Female,10
42,Female,10
51,Female,9
43,Female,17
31,Female,24
43,Female,0
36,Female,12
22,Male,20
30,Male,28
32,Female,17
38,Female,11
36,Male,17
63,Male,0
25,Male,20
28,Male,22
41,Female,8
62,Female,1
54,Female,10
39,Male,10
33,Female,18
46,Male,12
38,Female,9
72,Male,0
43,Female,19
29,Female,25
54,Female,9
49,Female,7
65,Female,0
47,Male,2
57,Male,0
30,Male,22
31,Female,26
62,Female,0
38,Male,15
48,Female,11
46,Male,3
27,Male,24
37,Male,17
67,Male,1
41,Male,8
38,Female,15
39,Female,17
60,Female,6
36,Female,20
25,Female,9
38,Male,9
65,Male,3
50,Male,7
30,Male,27
58,Female,5
56,Male,7
87,Female,1
52,Female,3
62,Female,5
36,Female,10
25,Male,22
27,Male,25
63,Male,2
26,Male,20
52,Male,8
35,Male,14
50,Male,10
33,Male,13
47,Male,8
59,Female,0
50,Male,8
29,Female,27
34,Male,12
49,Male,7
64,Male,0
18,Male,22
70,Male,9
51,Male,8
29,Female,12
26,Male,16
51,Male,4
54,Female,0
45,Female,6
28,Male,24
55,Female,10
68,Male,0
27,Female,19
33,Male,24
34,Female,16
55,Male,7
31,Female,12
65,Female,0
25,Male,18
37,Male,11
58,Male,7
43,Male,2
27,Male,26
64,Male,7
43,Male,13
61,Female,11
26,Female,14
39,Female,12
68,Female,8
28,Female,20
86,Male,0
76,Male,2
19,Female,15
29,Male,21
36,Female,13
38,Male,12
35,Male,14
73,Male,0
56,Female,5
33,Female,18
54,Male,8
38,Male,15
38,Male,11
64,Male,1
27,Female,19
27,Male,21
53,Male,4
60,Female,2
36,Male,9
19,Female,14
32,Male,23
24,Female,21
45,Female,10
44,Female,6
40,Male,4
36,Male,15
33,Female,24
30,Male,26
39,Male,13
53,Male,9
61,Female,4
65,Male,1
43,Female,7
64,Male,5
65,Male,7
60,Female,7
59,Female,10
62,Female,6
27,Female,22
46,Male,4
35,Female,12
23,Female,19
39,Female,13
22,Female,21
33,Male,23
34,Male,27
32,Female,16
72,Male,1
41,Female,11
37,Male,13
53,Female,9
41,Male,8
46,Male,15
76,Female,0
47,Female,6
20,Female,15
19,Female,18
39,Male,6
71,Male,9
68,Male,3
22,Male,15
52,Female,6
79,Female,1
39,Male,16
29,Male,11
79,Female,1
80,Male,5
69,Female,5
40,Female,10
20,Male,28
47,Male,16
66,Male,7
21,Female,11
56,Female,0
41,Male,15
23,Female,11
54,Female,5
21,Male,12
28,Male,23
20,Male,13
55,Male,1
67,Female,4
39,Male,9
24,Male,15
36,Female,10
56,Male,5
75,Female,4
42,Male,14
56,Male,4
57,Female,6
47,Female,11
28,Female,19
41,Female,7
61,Female,7
26,Female,18
64,Female,3
41,Female,10
21,Male,14
69,Male,3
54,Male,3
43,Female,13
40,Male,13
29,Male,8
51,Male,0
30,Male,28
24,Female,21
48,Female,8
72,Male,3
29,Female,18
38,Male,14
35,Male,9
53,Male,6
36,Male,17
29,Female,13
57,Female,13
33,Female,27
45,Female,10
32,Female,31
35,Female,15
35,Female,11
44,Female,13
38,Female,6
72,Male,5
34,Female,11
52,Female,4
48,Female,10
50,Female,13
40,Male,7
72,Male,1
47,Male,9
30,Female,21
35,Female,10
40,Female,13
69,Male,2
44,Male,10
31,Female,20
73,Male,1
19,Female,12
31,Male,27
55,Male,8
32,Male,20
30,Female,20
55,Male,11
89,Female,0
26,Female,25
37,Male,21
66,Male,10
38,Female,15
82,Male,1
37,Male,15
43,Female,6
24,Female,14
55,Female,3
33,Female,16
50,Female,6
19,Male,20
28,Female,21
30,Male,24
71,Female,0
32,Male,21
21,Male,14
46,Female,13
65,Female,3
22,Male,10
65,Male,2
36,Male,13
29,Male,18
26,Female,21
44,Female,5
82,Female,0
52,Male,5
41,Male,19
90,Female,0
54,Male,7
85,Female,0
43,Male,6
34,Male,14
43,Male,5
33,Female,30
57,Male,5
52,Female,7
56,Female,0
67,Female,3
37,Female,8
20,Female,20
32,Male,21
52,Male,11
88,Female,0
48,Female,11
25,Male,16
41,Male,18
26,Male,22
36,Male,18
32,Male,27
60,Male,7
57,Female,3
20,Female,22
42,Male,3
36,Male,12
30,Male,19
34,Male,20
57,Male,2
44,Male,11
52,Female,2
66,Female,5
54,Female,4
83,Female,1
67,Male,0
48,Male,3
24,Female,20
23,Female,18
45,Male,12
45,Female,4
33,Male,20
52,Female,10
38,Male,13
39,Male,6
51,Female,8
49,Female,7
57,Male,7
33,Male,22
18,Male,14
23,Male,18
62,Female,4
26,Female,14
19,Male,24
59,Female,3
57,Female,7
54,Male,9
50,Female,1
41,Female,16
90,Female,0
19,Male,15
19,Male,4
53,Male,13
26,Male,10
48,Male,8
20,Male,20
19,Female,19
87,Female,0
21,Male,25
27,Male,21
77,Female,0
36,Male,17
30,Female,18
73,Male,0
39,Male,11
47,Male,4
46,Male,9
47,Female,9
41,Male,6
41,Male,11
31,Female,27
37,Male,12
40,Male,9
23,Female,26
38,Female,7
31,Male,22
72,Male,4
56,Female,3
40,Female,12
50,Female,7
36,Female,15
25,Female,13
56,Female,8
49,Female,5
36,Male,9
54,Female,8
31,Female,27
53,Male,14
31,Female,23
62,Male,0
28,Female,20
33,Male,20
37,Female,7
72,Male,3
21,Female,17
40,Male,3
62,Female,6
24,Male,19
57,Female,8
48,Male,7
58,Male,4
62,Female,2
44,Male,14
50,Female,6
42,Male,10
27,Female,15
91,Female,1
31,Male,13
64,Female,3
59,Female,1
37,Female,12
31,Male,19
68,Male,0
57,Male,4
31,Female,19
71,Female,5
25,Female,22
46,Female,1
42,Female,6
52,Female,6
61,Female,2
74,Male,3
20,Male,18
80,Female,1
23,Male,16
31,Female,35
33,Male,19
36,Female,12
33,Male,20
39,Male,18
47,Male,2
39,Female,11
54,Male,4
46,Male,3
85,Female,3
34,Male,24
67,Male,2
58,Female,5
74,Female,1
37,Male,14
48,Male,10
46,Male,5
54,Male,10
43,Female,16
21,Male,19
61,Male,0
80,Male,0
86,Male,1
50,Male,18
47,Female,5
35,Female,14
29,Male,25
63,Female,8
58,Female,8
45,Male,4
29,Male,27
45,Male,6
39,Female,15
47,Male,4
36,Female,10
38,Male,8
27,Female,24
40,Male,18
21,Female,13
28,Male,18
50,Male,8
47,Female,6
60,Male,0
40,Male,11
64,Male,13
19,Female,19
36,Male,8
56,Female,5
23,Male,12
58,Male,1
83,Female,1
25,Female,12
54,Male,4
34,Male,13
24,Female,13
54,Female,10
53,Male,5
30,Female,30
43,Female,13
51,Male,5
33,Female,16
47,Female,11
43,Female,12
39,Female,15
25,Female,18
21,Female,17
29,Female,21
39,Male,11
73,Female,0
44,Female,8
61,Male,11
25,Male,22
29,Male,12
31,Male,22
80,Female,7
51,Female,4
40,Female,8
77,Female,2
25,Female,13
60,Female,9
57,Female,5
25,Male,13
62,Male,5
87,Male,1
50,Female,7
71,Female,5
36,Female,13
19,Male,12
35,Male,17
63,Female,5
73,Female,2
71,Male,0
41,Female,16
49,Female,7
58,Male,0
67,Male,6
47,Female,8
39,Female,17
20,Female,20
35,Male,12
55,Female,0
25,Female,14
47,Female,1
28,Male,16
24,Male,12
63,Male,2
47,Male,5
39,Male,15
20,Male,19
59,Male,2
32,Female,17
33,Male,19
23,Female,17
31,Female,18
50,Female,9
27,Male,18
26,Male,1
43,Male,16
54,Female,8
39,Female,10
32,Male,15
60,Female,4
24,Female,10
24,Female,17
73,Male,2
48,Male,4
55,Female,5
27,Male,16
85,Male,1
59,Female,4
72,Female,7
39,Male,10
50,Female,6
24,Male,20
65,Male,0
34,Male,17
72,Female,1
33,Male,24
55,Female,4
61,Female,9
57,Female,3
75,Female,1
31,Female,25
35,Female,17
30,Male,21
49,Female,10
64,Female,7
20,Female,30
75,Female,0
58,Female,6
34,Male,16
24,Female,19
25,Male,18
37,Female,21
60,Female,3
41,Male,12
37,Male,12
64,Female,0
64,Male,1
21,Female,18
42,Male,15
48,Male,3
47,Male,15
45,Male,11
42,Male,11
45,Male,5
43,Male,11
44,Female,9
30,Female,22
50,Male,0
46,Female,2
40,Female,6
45,Female,13
69,Male,2
40,Male,9
32,Female,22
73,Male,2
42,Female,12
54,Female,9
24,Male,16
44,Female,15
40,Female,14
56,Male,8
49,Female,7
19,Male,14
35,Male,13
43,Female,2
31,Female,24
45,Male,10
70,Female,2
54,Female,5
30,Male,9
29,Female,17
66,Male,1
52,Female,8
42,Male,10
27,Male,20
33,Female,20
31,Female,18
49,Male,7
66,Male,1
49,Male,11
41,Male,13
41,Male,13
50,Female,6
68,Male,1
87,Male,1
40,Female,16
83,Female,0
74,Male,3
91,Female,0
56,Male,0
18,Female,13
65,Male,4
50,Male,5
45,Male,5
54,Female,6
56,Female,8
46,Female,9
39,Female,10
56,Female,4
31,Female,18
32,Male,20
24,Female,17
67,Male,0
18,Male,14
52,Female,10
50,Female,16
64,Male,4
44,Male,2
35,Female,13
68,Male,2
40,Male,13
24,Male,11
25,Female,11
53,Male,6
30,Female,16
31,Female,24
48,Male,2
83,Female,0
54,Male,11
77,Female,0
39,Female,8
42,Male,3
60,Male,5
43,Male,0
72,Male,9
60,Male,1
63,Female,5
55,Female,0
34,Female,13
46,Female,15
37,Male,7
19,Male,17
56,Female,10
44,Male,19
36,Male,9
72,Male,6
34,Female,28
42,Female,8
40,Female,12
33,Female,22
40,Female,9
87,Female,0
43,Female,9
39,Male,8
55,Female,7
32,Male,21
31,Female,25
43,Male,8
26,Male,28
31,Female,25
52,Female,11
65,Male,4
34,Male,24
26,Male,29
32,Male,27
59,Female,5
34,Male,19
50,Female,10
54,Female,1
22,Male,14
30,Male,25
47,Male,4
60,Female,4
35,Female,15
68,Male,9
68,Male,3
26,Female,8
31,Female,27
42,Male,15
76,Female,0
48,Male,10
58,Female,3
31,Male,19
36,Female,14
56,Female,5
35,Female,14
30,Female,13
40,Female,15
30,Female,19
87,Female,1
52,Male,6
37,Male,4
94,Male,1
42,Male,14
54,Female,2
38,Female,9
29,Male,19
63,Male,6
40,Male,10
37,Male,13
28,Female,13
66,Male,5
38,Female,10
41,Male,9
30,Male,18
24,Female,13
29,Female,16
40,Female,12
35,Male,16
47,Male,10
28,Male,14
34,Male,21
90,Female,0
63,Male,0
25,Male,13
37,Male,0
63,Female,5
56,Male,5
81,Female,0
48,Male,4
57,Male,8
20,Male,17
28,Female,23
34,Female,12
28,Female,19
26,Female,16
45,Male,9
61,Male,3
50,Female,11
27,Female,14
22,Female,20
30,Female,18
41,Female,21
31,Male,25
33,Female,21
60,Female,5
38,Male,16
48,Male,3
38,Female,2
27,Male,16
25,Female,13
31,Male,14
54,Female,10
58,Male,2
38,Female,14
79,Female,1
44,Male,11
27,Male,25
33,Male,20
19,Female,14
28,Female,22
41,Male,15
38,Male,15
42,Female,11
42,Female,7
40,Male,10
45,Female,11
60,Male,8
90,Male,1
85,Male,1
51,Male,13
41,Male,12
73,Male,6
56,Male,3
55,Female,7
66,Male,2
24,Female,21
36,Male,11
75,Male,6
46,Female,0
32,Male,22
75,Male,2
39,Male,17
74,Male,0
75,Female,0
24,Female,16
31,Female,17
30,Male,16
32,Male,20
38,Male,11
30,Female,18
33,Female,22
50,Male,4
37,Female,13
39,Female,21
37,Male,10
23,Male,9
21,Female,23
30,Female,20
66,Female,2
30,Female,21
42,Female,9
31,Male,22
38,Female,12
35,Male,19
34,Male,28
62,Male,1
85,Female,0
42,Female,4
65,Male,1
23,Female,15
87,Female,1
37,Female,12
20,Female,20
38,Female,14
20,Female,20
34,Male,18
36,Male,13
22,Female,12
53,Female,5
76,Female,1
43,Female,6
45,Female,5
35,Female,11
64,Female,2
41,Male,9
70,Male,7
62,Female,2
48,Female,2
53,Female,13
30,Male,17
23,Female,13
65,Male,4
78,Female,1
24,Female,14
38,Male,10
24,Female,19
51,Male,8
90,Female,1
36,Female,14
59,Male,11
63,Male,3
63,Male,1
59,Female,4
43,Male,9
63,Male,3
22,Female,25
58,Male,7
29,Female,20
61,Male,3
69,Male,2
42,Male,15
55,Male,7
37,Female,14
36,Male,7
23,Male,15
54,Male,7
37,Male,7
69,Female,9
19,Male,23
58,Male,1
35,Female,9
25,Female,22
49,Female,11
41,Male,15
30,Female,24
36,Female,11
48,Female,7
53,Female,0
43,Female,13
31,Female,20
39,Female,14
33,Male,24
52,Female,6
53,Male,9
69,Male,3
31,Female,20
54,Male,6
43,Female,11
48,Female,10
55,Male,4
52,Male,8
57,Female,12
73,Female,3
61,Female,4
33,Male,24
34,Male,17
32,Male,12
41,Male,12
21,Female,17
57,Male,5
42,Male,18
51,Female,6
68,Female,2
35,Female,21
60,Female,7
57,Male,13
58,Male,7
50,Male,7
92,Female,1
36,Female,9
28,Male,16
86,Male,1
62,Male,4
28,Female,17
25,Female,21
31,Male,22
49,Male,10
53,Female,3
24,Female,11
44,Male,6
31,Female,25
63,Male,11
43,Male,7
32,Male,17
32,Male,21
54,Male,6
54,Female,1
46,Male,8
64,Male,1
44,Male,12
74,Female,2
24,Male,19
30,Female,8
36,Female,12
60,Female,1
23,Female,14
50,Female,8
32,Female,23
37,Male,8
24,Male,12
39,Male,9
36,Female,27
64,Male,0
25,Female,19
37,Female,8
26,Male,16
27,Female,23
44,Female,9
31,Female,19
61,Female,3
74,Male,3
30,Male,14
50,Female,9
50,Female,10
53,Male,7
90,Female,1
24,Female,10
51,Female,13
68,Female,2
40,Male,7
74,Female,0
89,Male,1
31,Female,21
21,Female,22
27,Female,17
23,Male,16
55,Female,15
43,Male,7
46,Male,7
53,Female,1
24,Male,14
31,Female,15
36,Male,11
71,Female,5
67,Male,5
31,Male,17
63,Male,7
44,Male,12
34,Female,25
48,Male,4
41,Male,20
32,Male,13
75,Female,0
62,Male,3
41,Male,15
20,Female,16
20,Female,18
25,Male,15
24,Male,26
82,Female,0
48,Female,1
30,Female,24
32,Female,27
46,Female,10
21,Female,12
30,Female,15
35,Female,10
70,Male,0
50,Male,8
56,Female,7
71,Male,0
26,Female,20
24,Male,23
79,Male,3
32,Male,31
41,Female,6
47,Female,3
64,Male,5
23,Female,15
38,Male,3
50,Female,10
49,Female,4
43,Female,18
60,Male,8
19,Male,15
18,Female,18
24,Male,18
64,Male,4
40,Female,15
30,Female,24
41,Female,3
76,Female,1
24,Male,13
35,Male,18
63,Female,0
27,Female,20
42,Female,17
47,Female,8
44,Male,4
55,Male,7
41,Male,0
36,Male,11
30,Female,27
45,Female,12
40,Male,8
57,Female,5
44,Male,10
38,Female,10
68,Male,3
27,Male,25
71,Male,6
53,Female,1
24,Male,12
64,Male,0
25,Female,14
28,Female,22
76,Female,0
41,Male,10
67,Female,10
53,Female,9
50,Female,11
33,Female,24
70,Female,7
44,Female,0
24,Male,17
21,Male,17
32,Male,18
41,Female,18
29,Male,19
46,Male,1
37,Male,9
44,Female,13
94,Female,0
72,Female,0
53,Male,5
36,Male,13
48,Male,9
35,Male,12
80,Male,0
81,Male,1
42,Male,9
31,Female,22
56,Male,9
42,Female,15
29,Female,23
21,Female,26
58,Male,7
65,Female,4
26,Male,19
35,Male,12
42,Male,8
43,Male,2
18,Female,16
53,Female,10
65,Male,0
28,Male,10
53,Female,8
32,Male,20
50,Female,5
45,Female,11
38,Male,13
57,Female,2
39,Female,11
87,Male,1
64,Female,7
73,Male,2
55,Male,7
68,Male,4
53,Male,0
76,Female,7
30,Male,21
42,Female,12
50,Female,11
76,Male,3
21,Female,21
29,Male,14
46,Female,13
30,Female,18
48,Male,1
45,Male,15
35,Female,11
42,Male,9
40,Female,18
29,Male,17
41,Male,13
51,Male,7
34,Female,26
23,Male,13
35,Male,13
45,Female,11
71,Female,2
25,Male,18
35,Female,17
19,Male,13
47,Female,4
32,Male,22
26,Male,14
72,Female,2
33,Female,17
60,Male,12
43,Male,7
39,Male,11
73,Male,5
43,Male,9
55,Female,6
24,Female,17
50,Male,8
30,Female,18
20,Male,14
46,Male,8
51,Female,7
31,Male,18
36,Male,15
27,Male,13
57,Male,5
65,Female,5
37,Female,12
48,Female,11
51,Male,11
82,Male,1
81,Female,0
49,Male,3
27,Female,20
45,Male,1
28,Female,27
49,Female,2
62,Male,7
28,Female,26
49,Female,14
33,Female,11
39,Male,15
43,Female,10
93,Female,1
56,Male,4
73,Female,1
30,Female,19
42,Female,10
39,Female,16
64,Male,5
70,Female,9
24,Female,2
38,Female,4
62,Male,4
53,Male,9
19,Female,19
34,Female,25
62,Male,1
21,Male,21
24,Female,13
58,Female,5
46,Female,7
60,Female,3
77,Male,0
24,Female,9
48,Female,4
42,Female,16
33,Female,23
37,Male,20
48,Female,6
27,Female,15
58,Male,4
58,Female,3
23,Male,13
26,Male,8
67,Female,0
26,Female,26
37,Female,2
27,Male,22
38,Female,13
53,Male,3
26,Female,9
51,Female,4
48,Female,4
52,Female,12
70,Male,9
84,Female,1
25,Female,16
29,Male,29
41,Male,6
49,Male,4
33,Male,16
27,Female,4
32,Female,26
57,Male,10
37,Female,9
32,Female,21
19,Male,14
30,Female,25
24,Male,15
73,Male,3
66,Male,1
50,Male,5
27,Male,16
29,Female,26
49,Male,5
23,Female,8
43,Male,7
59,Female,3
45,Male,9
41,Male,9
33,Female,27
78,Male,1
18,Female,17
54,Male,7
70,Male,0
22,Male,18
55,Male,12
30,Female,10
23,Female,13
41,Female,9
30,Male,24
44,Male,7
